t,x,y
7.083e+07,9.65878e+12,1.42045e+14
7.092e+07,9.67085e+12,1.42227e+14
7.101e+07,9.68292e+12,1.42409e+14
7.11e+07,9.69499e+12,1.42591e+14
7.119e+07,9.70706e+12,1.42773e+14
7.128e+07,9.71913e+12,1.42954e+14
7.137e+07,9.7312e+12,1.43136e+14
7.146e+07,9.74327e+12,1.43318e+14
7.155e+07,9.75534e+12,1.435e+14
7.164e+07,9.76741e+12,1.43681e+14
7.173e+07,9.77948e+12,1.43863e+14
7.182e+07,9.79155e+12,1.44045e+14
7.191e+07,9.80362e+12,1.44227e+14
7.2e+07,9.81569e+12,1.44408e+14
7.209e+07,9.82776e+12,1.4459e+14
7.218e+07,9.83983e+12,1.44772e+14
7.227e+07,9.8519e+12,1.44954e+14
7.236e+07,9.86397e+12,1.45136e+14
7.245e+07,9.87603e+12,1.45317e+14
7.254e+07,9.8881e+12,1.45499e+14
7.263e+07,9.90017e+12,1.45681e+14
7.272e+07,9.91224e+12,1.45863e+14
7.281e+07,9.92431e+12,1.46044e+14
7.29e+07,9.93638e+12,1.46226e+14
7.299e+07,9.94845e+12,1.46408e+14
7.308e+07,9.96052e+12,1.4659e+14
7.317e+07,9.97259e+12,1.46772e+14
7.326e+07,9.98466e+12,1.46953e+14
7.335e+07,9.99673e+12,1.47135e+14
7.344e+07,1.00088e+13,1.47317e+14
7.353e+07,1.00209e+13,1.47499e+14
7.362e+07,1.00329e+13,1.4768e+14
7.371e+07,1.0045e+13,1.47862e+14
7.38e+07,1.00571e+13,1.48044e+14
7.389e+07,1.00691e+13,1.48226e+14
7.398e+07,1.00812e+13,1.48407e+14
7.407e+07,1.00933e+13,1.48589e+14
7.416e+07,1.01054e+13,1.48771e+14
7.425e+07,1.01174e+13,1.48953e+14
7.434e+07,1.01295e+13,1.49135e+14
7.443e+07,1.01416e+13,1.49316e+14
7.452e+07,1.01536e+13,1.49498e+14
7.461e+07,1.01657e+13,1.4968e+14
7.47e+07,1.01778e+13,1.49862e+14
7.479e+07,1.01898e+13,1.50043e+14
7.488e+07,1.02019e+13,1.50225e+14
7.497e+07,1.0214e+13,1.50407e+14
7.506e+07,1.02261e+13,1.50589e+14
7.515e+07,1.02381e+13,1.50771e+14
7.524e+07,1.02502e+13,1.50952e+14
7.533e+07,1.02623e+13,1.51134e+14
7.542e+07,1.02743e+13,1.51316e+14
7.551e+07,1.02864e+13,1.51498e+14
7.56e+07,1.02985e+13,1.51679e+14
7.569e+07,1.03105e+13,1.51861e+14
7.578e+07,1.03226e+13,1.52043e+14
7.587e+07,1.03347e+13,1.52225e+14
7.596e+07,1.03467e+13,1.52406e+14
7.605e+07,1.03588e+13,1.52588e+14
7.614e+07,1.03709e+13,1.5277e+14
7.623e+07,1.0383e+13,1.52952e+14
7.632e+07,1.0395e+13,1.53134e+14
7.641e+07,1.04071e+13,1.53315e+14
7.65e+07,1.04192e+13,1.53497e+14
7.659e+07,1.04312e+13,1.53679e+14
7.668e+07,1.04433e+13,1.53861e+14
7.677e+07,1.04554e+13,1.54042e+14
7.686e+07,1.04674e+13,1.54224e+14
7.695e+07,1.04795e+13,1.54406e+14
7.704e+07,1.04916e+13,1.54588e+14
7.713e+07,1.05037e+13,1.5477e+14
7.722e+07,1.05157e+13,1.54951e+14
7.731e+07,1.05278e+13,1.55133e+14
7.74e+07,1.05399e+13,1.55315e+14
7.749e+07,1.05519e+13,1.55497e+14
7.758e+07,1.0564e+13,1.55678e+14
7.767e+07,1.05761e+13,1.5586e+14
7.776e+07,1.05881e+13,1.56042e+14
7.785e+07,1.06002e+13,1.56224e+14
7.794e+07,1.06123e+13,1.56405e+14
7.803e+07,1.06243e+13,1.56587e+14
7.812e+07,1.06364e+13,1.56769e+14
7.821e+07,1.06485e+13,1.56951e+14
7.83e+07,1.06606e+13,1.57133e+14
7.839e+07,1.06726e+13,1.57314e+14
7.848e+07,1.06847e+13,1.57496e+14
7.857e+07,1.06968e+13,1.57678e+14
7.866e+07,1.07088e+13,1.5786e+14
7.875e+07,1.07209e+13,1.58041e+14
7.884e+07,1.0733e+13,1.58223e+14
7.893e+07,1.0745e+13,1.58405e+14
7.902e+07,1.07571e+13,1.58587e+14
7.911e+07,1.07692e+13,1.58769e+14
7.92e+07,1.07813e+13,1.5895e+14
7.929e+07,1.07933e+13,1.59132e+14
7.938e+07,1.08054e+13,1.59314e+14
7.947e+07,1.08175e+13,1.59496e+14
7.956e+07,1.08295e+13,1.59677e+14
7.965e+07,1.08416e+13,1.59859e+14
7.974e+07,1.08537e+13,1.60041e+14
7.983e+07,1.08657e+13,1.60223e+14
7.992e+07,1.08778e+13,1.60404e+14
8.001e+07,1.08899e+13,1.60586e+14
8.01e+07,1.09019e+13,1.60768e+14
8.019e+07,1.0914e+13,1.6095e+14
8.028e+07,1.09261e+13,1.61132e+14
8.037e+07,1.09382e+13,1.61313e+14
8.046e+07,1.09502e+13,1.61495e+14
8.055e+07,1.09623e+13,1.61677e+14
8.064e+07,1.09744e+13,1.61859e+14
8.073e+07,1.09864e+13,1.6204e+14
8.082e+07,1.09985e+13,1.62222e+14
8.091e+07,1.10106e+13,1.62404e+14
8.1e+07,1.10226e+13,1.62586e+14
8.109e+07,1.10347e+13,1.62767e+14
8.118e+07,1.10468e+13,1.62949e+14
8.127e+07,1.10588e+13,1.63131e+14
8.136e+07,1.10709e+13,1.63313e+14
8.145e+07,1.1083e+13,1.63495e+14
8.154e+07,1.10951e+13,1.63676e+14
8.163e+07,1.11071e+13,1.63858e+14
8.172e+07,1.11192e+13,1.6404e+14
8.181e+07,1.11313e+13,1.64222e+14
8.19e+07,1.11433e+13,1.64403e+14
8.199e+07,1.11554e+13,1.64585e+14
8.208e+07,1.11675e+13,1.64767e+14
8.217e+07,1.11795e+13,1.64949e+14
8.226e+07,1.11916e+13,1.65131e+14
8.235e+07,1.12037e+13,1.65312e+14
8.244e+07,1.12158e+13,1.65494e+14
8.253e+07,1.12278e+13,1.65676e+14
8.262e+07,1.12399e+13,1.65858e+14
8.271e+07,1.1252e+13,1.66039e+14
8.28e+07,1.1264e+13,1.66221e+14
8.289e+07,1.12761e+13,1.66403e+14
8.298e+07,1.12882e+13,1.66585e+14
8.307e+07,1.13002e+13,1.66766e+14
8.316e+07,1.13123e+13,1.66948e+14
8.325e+07,1.13244e+13,1.6713e+14
8.334e+07,1.13364e+13,1.67312e+14
8.343e+07,1.13485e+13,1.67494e+14
8.352e+07,1.13606e+13,1.67675e+14
8.361e+07,1.13727e+13,1.67857e+14
8.37e+07,1.13847e+13,1.68039e+14
8.379e+07,1.13968e+13,1.68221e+14
8.388e+07,1.14089e+13,1.68402e+14
8.397e+07,1.14209e+13,1.68584e+14
8.406e+07,1.1433e+13,1.68766e+14
8.415e+07,1.14451e+13,1.68948e+14
8.424e+07,1.14571e+13,1.69129e+14
8.433e+07,1.14692e+13,1.69311e+14
8.442e+07,1.14813e+13,1.69493e+14
8.451e+07,1.14933e+13,1.69675e+14
8.46e+07,1.15054e+13,1.69857e+14
8.469e+07,1.15175e+13,1.70038e+14
8.478e+07,1.15296e+13,1.7022e+14
8.487e+07,1.15416e+13,1.70402e+14
8.496e+07,1.15537e+13,1.70584e+14
8.505e+07,1.15658e+13,1.70765e+14
8.514e+07,1.15778e+13,1.70947e+14
8.523e+07,1.15899e+13,1.71129e+14
8.532e+07,1.1602e+13,1.71311e+14
8.541e+07,1.1614e+13,1.71492e+14
8.55e+07,1.16261e+13,1.71674e+14
8.559e+07,1.16382e+13,1.71856e+14
8.568e+07,1.16503e+13,1.72038e+14
8.577e+07,1.16623e+13,1.7222e+14
8.586e+07,1.16744e+13,1.72401e+14
8.595e+07,1.16865e+13,1.72583e+14
8.604e+07,1.16985e+13,1.72765e+14
8.613e+07,1.17106e+13,1.72947e+14
8.622e+07,1.17227e+13,1.73128e+14
8.631e+07,1.17347e+13,1.7331e+14
8.64e+07,1.17468e+13,1.73492e+14
8.649e+07,1.17589e+13,1.73674e+14
8.658e+07,1.17709e+13,1.73856e+14
8.667e+07,1.1783e+13,1.74037e+14
8.676e+07,1.17951e+13,1.74219e+14
8.685e+07,1.18072e+13,1.74401e+14
8.694e+07,1.18192e+13,1.74583e+14
8.703e+07,1.18313e+13,1.74764e+14
8.712e+07,1.18434e+13,1.74946e+14
8.721e+07,1.18554e+13,1.75128e+14
8.73e+07,1.18675e+13,1.7531e+14
8.739e+07,1.18796e+13,1.75491e+14
8.748e+07,1.18916e+13,1.75673e+14
8.757e+07,1.19037e+13,1.75855e+14
8.766e+07,1.19158e+13,1.76037e+14
8.775e+07,1.19278e+13,1.76219e+14
8.784e+07,1.19399e+13,1.764e+14
8.793e+07,1.1952e+13,1.76582e+14
8.802e+07,1.19641e+13,1.76764e+14
8.811e+07,1.19761e+13,1.76946e+14
8.82e+07,1.19882e+13,1.77127e+14
8.829e+07,1.20003e+13,1.77309e+14
8.838e+07,1.20123e+13,1.77491e+14
8.847e+07,1.20244e+13,1.77673e+14
8.856e+07,1.20365e+13,1.77854e+14
8.865e+07,1.20485e+13,1.78036e+14
8.874e+07,1.20606e+13,1.78218e+14
8.883e+07,1.20727e+13,1.784e+14
8.892e+07,1.20847e+13,1.78582e+14
8.901e+07,1.20968e+13,1.78763e+14
8.91e+07,1.21089e+13,1.78945e+14
8.919e+07,1.2121e+13,1.79127e+14
8.928e+07,1.2133e+13,1.79309e+14
8.937e+07,1.21451e+13,1.7949e+14
8.946e+07,1.21572e+13,1.79672e+14
8.955e+07,1.21692e+13,1.79854e+14
8.964e+07,1.21813e+13,1.80036e+14
8.973e+07,1.21934e+13,1.80217e+14
8.982e+07,1.22054e+13,1.80399e+14
8.991e+07,1.22175e+13,1.80581e+14
9e+07,1.22296e+13,1.80763e+14
9.009e+07,1.22417e+13,1.80945e+14
9.018e+07,1.22537e+13,1.81126e+14
9.027e+07,1.22658e+13,1.81308e+14
9.036e+07,1.22779e+13,1.8149e+14
9.045e+07,1.22899e+13,1.81672e+14
9.054e+07,1.2302e+13,1.81853e+14
9.063e+07,1.23141e+13,1.82035e+14
9.072e+07,1.23261e+13,1.82217e+14
9.081e+07,1.23382e+13,1.82399e+14
9.09e+07,1.23503e+13,1.8258e+14
9.099e+07,1.23623e+13,1.82762e+14
9.108e+07,1.23744e+13,1.82944e+14
9.117e+07,1.23865e+13,1.83126e+14
9.126e+07,1.23986e+13,1.83308e+14
9.135e+07,1.24106e+13,1.83489e+14
9.144e+07,1.24227e+13,1.83671e+14
9.153e+07,1.24348e+13,1.83853e+14
9.162e+07,1.24468e+13,1.84035e+14
9.171e+07,1.24589e+13,1.84216e+14
9.18e+07,1.2471e+13,1.84398e+14
9.189e+07,1.2483e+13,1.8458e+14
9.198e+07,1.24951e+13,1.84762e+14
9.207e+07,1.25072e+13,1.84943e+14
9.216e+07,1.25192e+13,1.85125e+14
9.225e+07,1.25313e+13,1.85307e+14
9.234e+07,1.25434e+13,1.85489e+14
9.243e+07,1.25555e+13,1.85671e+14
9.252e+07,1.25675e+13,1.85852e+14
9.261e+07,1.25796e+13,1.86034e+14
9.27e+07,1.25917e+13,1.86216e+14
9.279e+07,1.26037e+13,1.86398e+14
9.288e+07,1.26158e+13,1.86579e+14
9.297e+07,1.26279e+13,1.86761e+14
9.306e+07,1.26399e+13,1.86943e+14
9.315e+07,1.2652e+13,1.87125e+14
9.324e+07,1.26641e+13,1.87306e+14
9.333e+07,1.26761e+13,1.87488e+14
9.342e+07,1.26882e+13,1.8767e+14
9.351e+07,1.27003e+13,1.87852e+14
9.36e+07,1.27124e+13,1.88034e+14
9.369e+07,1.27244e+13,1.88215e+14
9.378e+07,1.27365e+13,1.88397e+14
9.387e+07,1.27486e+13,1.88579e+14
9.396e+07,1.27606e+13,1.88761e+14
9.405e+07,1.27727e+13,1.88942e+14
9.414e+07,1.27848e+13,1.89124e+14
9.423e+07,1.27968e+13,1.89306e+14
9.432e+07,1.28089e+13,1.89488e+14
9.441e+07,1.2821e+13,1.89669e+14
9.45e+07,1.2833e+13,1.89851e+14
9.459e+07,1.28451e+13,1.90033e+14
9.468e+07,1.28572e+13,1.90215e+14
9.477e+07,1.28693e+13,1.90397e+14
9.486e+07,1.28813e+13,1.90578e+14
9.495e+07,1.28934e+13,1.9076e+14
9.504e+07,1.29055e+13,1.90942e+14
9.513e+07,1.29175e+13,1.91124e+14
9.522e+07,1.29296e+13,1.91305e+14
9.531e+07,1.29417e+13,1.91487e+14
9.54e+07,1.29537e+13,1.91669e+14
9.549e+07,1.29658e+13,1.91851e+14
9.558e+07,1.29779e+13,1.92032e+14
9.567e+07,1.29899e+13,1.92214e+14
9.576e+07,1.3002e+13,1.92396e+14
9.585e+07,1.30141e+13,1.92578e+14
9.594e+07,1.30262e+13,1.9276e+14
9.603e+07,1.30382e+13,1.92941e+14
9.612e+07,1.30503e+13,1.93123e+14
9.621e+07,1.30624e+13,1.93305e+14
9.63e+07,1.30744e+13,1.93487e+14
9.639e+07,1.30865e+13,1.93668e+14
9.648e+07,1.30986e+13,1.9385e+14
9.657e+07,1.31106e+13,1.94032e+14
9.666e+07,1.31227e+13,1.94214e+14
9.675e+07,1.31348e+13,1.94395e+14
9.684e+07,1.31468e+13,1.94577e+14
9.693e+07,1.31589e+13,1.94759e+14
9.702e+07,1.3171e+13,1.94941e+14
9.711e+07,1.31831e+13,1.95123e+14
9.72e+07,1.31951e+13,1.95304e+14
9.729e+07,1.32072e+13,1.95486e+14
9.738e+07,1.32193e+13,1.95668e+14
9.747e+07,1.32313e+13,1.9585e+14
9.756e+07,1.32434e+13,1.96031e+14
9.765e+07,1.32555e+13,1.96213e+14
9.774e+07,1.32675e+13,1.96395e+14
9.783e+07,1.32796e+13,1.96577e+14
9.792e+07,1.32917e+13,1.96758e+14
9.801e+07,1.33037e+13,1.9694e+14
9.81e+07,1.33158e+13,1.97122e+14
9.819e+07,1.33279e+13,1.97304e+14
9.828e+07,1.334e+13,1.97485e+14
9.837e+07,1.3352e+13,1.97667e+14
9.846e+07,1.33641e+13,1.97849e+14
9.855e+07,1.33762e+13,1.98031e+14
9.864e+07,1.33882e+13,1.98213e+14
9.873e+07,1.34003e+13,1.98394e+14
9.882e+07,1.34124e+13,1.98576e+14
9.891e+07,1.34244e+13,1.98758e+14
9.9e+07,1.34365e+13,1.9894e+14
9.909e+07,1.34486e+13,1.99121e+14
9.918e+07,1.34606e+13,1.99303e+14
9.927e+07,1.34727e+13,1.99485e+14
9.936e+07,1.34848e+13,1.99667e+14
9.945e+07,1.34969e+13,1.99848e+14
9.954e+07,1.35089e+13,2.0003e+14
9.963e+07,1.3521e+13,2.00212e+14
9.972e+07,1.35331e+13,2.00394e+14
9.981e+07,1.35451e+13,2.00576e+14
9.99e+07,1.35572e+13,2.00757e+14
9.999e+07,1.35693e+13,2.00939e+14
1.0008e+08,1.35813e+13,2.01121e+14
1.0017e+08,1.35934e+13,2.01303e+14
1.0026e+08,1.36055e+13,2.01484e+14
1.0035e+08,1.36175e+13,2.01666e+14
1.0044e+08,1.36296e+13,2.01848e+14
1.0053e+08,1.36417e+13,2.0203e+14
1.0062e+08,1.36538e+13,2.02211e+14
1.0071e+08,1.36658e+13,2.02393e+14
1.008e+08,1.36779e+13,2.02575e+14
1.0089e+08,1.369e+13,2.02757e+14
1.0098e+08,1.3702e+13,2.02939e+14
1.0107e+08,1.37141e+13,2.0312e+14
1.0116e+08,1.37262e+13,2.03302e+14
1.0125e+08,1.37382e+13,2.03484e+14
1.0134e+08,1.37503e+13,2.03666e+14
1.0143e+08,1.37624e+13,2.03847e+14
1.0152e+08,1.37744e+13,2.04029e+14
1.0161e+08,1.37865e+13,2.04211e+14
1.017e+08,1.37986e+13,2.04393e+14
1.0179e+08,1.38107e+13,2.04574e+14
1.0188e+08,1.38227e+13,2.04756e+14
1.0197e+08,1.38348e+13,2.04938e+14
1.0206e+08,1.38469e+13,2.0512e+14
1.0215e+08,1.38589e+13,2.05301e+14
1.0224e+08,1.3871e+13,2.05483e+14
1.0233e+08,1.38831e+13,2.05665e+14
1.0242e+08,1.38951e+13,2.05847e+14
1.0251e+08,1.39072e+13,2.06029e+14
1.026e+08,1.39193e+13,2.0621e+14
1.0269e+08,1.39313e+13,2.06392e+14
1.0278e+08,1.39434e+13,2.06574e+14
1.0287e+08,1.39555e+13,2.06756e+14
1.0296e+08,1.39676e+13,2.06937e+14
1.0305e+08,1.39796e+13,2.07119e+14
1.0314e+08,1.39917e+13,2.07301e+14
1.0323e+08,1.40038e+13,2.07483e+14
1.0332e+08,1.40158e+13,2.07664e+14
1.0341e+08,1.40279e+13,2.07846e+14
1.035e+08,1.404e+13,2.08028e+14
1.0359e+08,1.4052e+13,2.0821e+14
1.0368e+08,1.40641e+13,2.08392e+14
1.0377e+08,1.40762e+13,2.08573e+14
1.0386e+08,1.40882e+13,2.08755e+14
1.0395e+08,1.41003e+13,2.08937e+14
1.0404e+08,1.41124e+13,2.09119e+14
1.0413e+08,1.41245e+13,2.093e+14
1.0422e+08,1.41365e+13,2.09482e+14
1.0431e+08,1.41486e+13,2.09664e+14
1.044e+08,1.41607e+13,2.09846e+14
1.0449e+08,1.41727e+13,2.10027e+14
1.0458e+08,1.41848e+13,2.10209e+14
1.0467e+08,1.41969e+13,2.10391e+14
1.0476e+08,1.42089e+13,2.10573e+14
1.0485e+08,1.4221e+13,2.10754e+14
1.0494e+08,1.42331e+13,2.10936e+14
1.0503e+08,1.42451e+13,2.11118e+14
1.0512e+08,1.42572e+13,2.113e+14
1.0521e+08,1.42693e+13,2.11482e+14
1.053e+08,1.42814e+13,2.11663e+14
1.0539e+08,1.42934e+13,2.11845e+14
1.0548e+08,1.43055e+13,2.12027e+14
1.0557e+08,1.43176e+13,2.12209e+14
1.0566e+08,1.43296e+13,2.1239e+14
1.0575e+08,1.43417e+13,2.12572e+14
1.0584e+08,1.43538e+13,2.12754e+14
1.0593e+08,1.43658e+13,2.12936e+14
1.0602e+08,1.43779e+13,2.13117e+14
1.0611e+08,1.439e+13,2.13299e+14
1.062e+08,1.4402e+13,2.13481e+14
1.0629e+08,1.44141e+13,2.13663e+14
1.0638e+08,1.44262e+13,2.13845e+14
1.0647e+08,1.44383e+13,2.14026e+14
1.0656e+08,1.44503e+13,2.14208e+14
1.0665e+08,1.44624e+13,2.1439e+14
1.0674e+08,1.44745e+13,2.14572e+14
1.0683e+08,1.44865e+13,2.14753e+14
1.0692e+08,1.44986e+13,2.14935e+14
1.0701e+08,1.45107e+13,2.15117e+14
1.071e+08,1.45227e+13,2.15299e+14
1.0719e+08,1.45348e+13,2.1548e+14
1.0728e+08,1.45469e+13,2.15662e+14
1.0737e+08,1.45589e+13,2.15844e+14
1.0746e+08,1.4571e+13,2.16026e+14
1.0755e+08,1.45831e+13,2.16207e+14
1.0764e+08,1.45951e+13,2.16389e+14
1.0773e+08,1.46072e+13,2.16571e+14
1.0782e+08,1.46193e+13,2.16753e+14
1.0791e+08,1.46314e+13,2.16935e+14
1.08e+08,1.46434e+13,2.17116e+14
1.0809e+08,1.46555e+13,2.17298e+14
1.0818e+08,1.46676e+13,2.1748e+14
1.0827e+08,1.46796e+13,2.17662e+14
1.0836e+08,1.46917e+13,2.17843e+14
1.0845e+08,1.47038e+13,2.18025e+14
1.0854e+08,1.47158e+13,2.18207e+14
1.0863e+08,1.47279e+13,2.18389e+14
1.0872e+08,1.474e+13,2.1857e+14
1.0881e+08,1.4752e+13,2.18752e+14
1.089e+08,1.47641e+13,2.18934e+14
1.0899e+08,1.47762e+13,2.19116e+14
1.0908e+08,1.47883e+13,2.19297e+14
1.0917e+08,1.48003e+13,2.19479e+14
1.0926e+08,1.48124e+13,2.19661e+14
1.0935e+08,1.48245e+13,2.19843e+14
1.0944e+08,1.48365e+13,2.20025e+14
1.0953e+08,1.48486e+13,2.20206e+14
1.0962e+08,1.48607e+13,2.20388e+14
1.0971e+08,1.48727e+13,2.2057e+14
1.098e+08,1.48848e+13,2.20752e+14
1.0989e+08,1.48969e+13,2.20933e+14
1.0998e+08,1.49089e+13,2.21115e+14
1.1007e+08,1.4921e+13,2.21297e+14
1.1016e+08,1.49331e+13,2.21479e+14
1.1025e+08,1.49452e+13,2.2166e+14
1.1034e+08,1.49572e+13,2.21842e+14
1.1043e+08,1.49693e+13,2.22024e+14
1.1052e+08,1.49814e+13,2.22206e+14
1.1061e+08,1.49934e+13,2.22388e+14
1.107e+08,1.50055e+13,2.22569e+14
1.1079e+08,1.50176e+13,2.22751e+14
1.1088e+08,1.50296e+13,2.22933e+14
1.1097e+08,1.50417e+13,2.23115e+14
1.1106e+08,1.50538e+13,2.23296e+14
1.1115e+08,1.50658e+13,2.23478e+14
1.1124e+08,1.50779e+13,2.2366e+14
1.1133e+08,1.509e+13,2.23842e+14
1.1142e+08,1.51021e+13,2.24023e+14
1.1151e+08,1.51141e+13,2.24205e+14
1.116e+08,1.51262e+13,2.24387e+14
1.1169e+08,1.51383e+13,2.24569e+14
1.1178e+08,1.51503e+13,2.2475e+14
1.1187e+08,1.51624e+13,2.24932e+14
1.1196e+08,1.51745e+13,2.25114e+14
1.1205e+08,1.51865e+13,2.25296e+14
1.1214e+08,1.51986e+13,2.25478e+14
1.1223e+08,1.52107e+13,2.25659e+14
1.1232e+08,1.52227e+13,2.25841e+14
1.1241e+08,1.52348e+13,2.26023e+14
1.125e+08,1.52469e+13,2.26205e+14
1.1259e+08,1.52589e+13,2.26386e+14
1.1268e+08,1.5271e+13,2.26568e+14
1.1277e+08,1.52831e+13,2.2675e+14
1.1286e+08,1.52952e+13,2.26932e+14
1.1295e+08,1.53072e+13,2.27113e+14
1.1304e+08,1.53193e+13,2.27295e+14
1.1313e+08,1.53314e+13,2.27477e+14
1.1322e+08,1.53434e+13,2.27659e+14
1.1331e+08,1.53555e+13,2.2784e+14
1.134e+08,1.53676e+13,2.28022e+14
1.1349e+08,1.53796e+13,2.28204e+14
1.1358e+08,1.53917e+13,2.28386e+14
1.1367e+08,1.54038e+13,2.28568e+14
1.1376e+08,1.54158e+13,2.28749e+14
1.1385e+08,1.54279e+13,2.28931e+14
1.1394e+08,1.544e+13,2.29113e+14
1.1403e+08,1.54521e+13,2.29295e+14
1.1412e+08,1.54641e+13,2.29476e+14
1.1421e+08,1.54762e+13,2.29658e+14
1.143e+08,1.54883e+13,2.2984e+14
1.1439e+08,1.55003e+13,2.30022e+14
1.1448e+08,1.55124e+13,2.30203e+14
1.1457e+08,1.55245e+13,2.30385e+14
1.1466e+08,1.55365e+13,2.30567e+14
1.1475e+08,1.55486e+13,2.30749e+14
1.1484e+08,1.55607e+13,2.3093e+14
1.1493e+08,1.55727e+13,2.31112e+14
1.1502e+08,1.55848e+13,2.31294e+14
1.1511e+08,1.55969e+13,2.31476e+14
1.152e+08,1.56089e+13,2.31658e+14
1.1529e+08,1.5621e+13,2.31839e+14
1.1538e+08,1.56331e+13,2.32021e+14
1.1547e+08,1.56452e+13,2.32203e+14
1.1556e+08,1.56572e+13,2.32385e+14
1.1565e+08,1.56693e+13,2.32566e+14
1.1574e+08,1.56814e+13,2.32748e+14
1.1583e+08,1.56934e+13,2.3293e+14
1.1592e+08,1.57055e+13,2.33112e+14
1.1601e+08,1.57176e+13,2.33293e+14
1.161e+08,1.57296e+13,2.33475e+14
1.1619e+08,1.57417e+13,2.33657e+14
1.1628e+08,1.57538e+13,2.33839e+14
1.1637e+08,1.57658e+13,2.3402e+14
1.1646e+08,1.57779e+13,2.34202e+14
1.1655e+08,1.579e+13,2.34384e+14
1.1664e+08,1.58021e+13,2.34566e+14
1.1673e+08,1.58141e+13,2.34748e+14
1.1682e+08,1.58262e+13,2.34929e+14
1.1691e+08,1.58383e+13,2.35111e+14
1.17e+08,1.58503e+13,2.35293e+14
1.1709e+08,1.58624e+13,2.35475e+14
1.1718e+08,1.58745e+13,2.35656e+14
1.1727e+08,1.58865e+13,2.35838e+14
1.1736e+08,1.58986e+13,2.3602e+14
1.1745e+08,1.59107e+13,2.36202e+14
1.1754e+08,1.59227e+13,2.36383e+14
1.1763e+08,1.59348e+13,2.36565e+14
1.1772e+08,1.59469e+13,2.36747e+14
1.1781e+08,1.5959e+13,2.36929e+14
1.179e+08,1.5971e+13,2.3711e+14
1.1799e+08,1.59831e+13,2.37292e+14
1.1808e+08,1.59952e+13,2.37474e+14
1.1817e+08,1.60072e+13,2.37656e+14
1.1826e+08,1.60193e+13,2.37837e+14
1.1835e+08,1.60314e+13,2.38019e+14
1.1844e+08,1.60434e+13,2.38201e+14
1.1853e+08,1.60555e+13,2.38383e+14
1.1862e+08,1.60676e+13,2.38565e+14
1.1871e+08,1.60796e+13,2.38746e+14
