t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y,sat_x,sat_y
531,56.2546,13.6895,-70.897,81.7861,-143.36,42.8453,33.5707,-225.193,559.433,541.622,1366.32,434.445,2854.03,311.316,4488.07,249.163,174.016,-59.0057
532,55.1349,17.6709,-73.1543,79.7728,-144.074,40.3737,35.6331,-224.876,558.648,542.432,1366.07,435.237,2853.96,311.9,4488.05,249.632,174.541,-58.272
533,53.7339,21.5621,-75.3544,77.6971,-144.746,37.8902,37.6924,-224.54,557.862,543.241,1365.82,436.029,2853.9,312.484,4488.02,250.101,175.037,-57.529
534,52.0587,25.3434,-77.4956,75.5607,-145.375,35.3954,39.7486,-224.186,557.075,544.048,1365.56,436.821,2853.83,313.068,4487.99,250.569,175.506,-56.777
535,50.1179,28.9953,-79.5763,73.3653,-145.961,32.8902,41.8015,-223.812,556.286,544.855,1365.31,437.612,2853.77,313.652,4487.97,251.038,175.947,-56.0159
536,47.9214,32.4993,-81.5949,71.1125,-146.504,30.3753,43.8509,-223.42,555.496,545.66,1365.05,438.404,2853.7,314.236,4487.94,251.507,176.36,-55.2461
537,45.4804,35.8375,-83.5496,68.8043,-147.003,27.8514,45.8965,-223.009,554.706,546.464,1364.8,439.195,2853.64,314.82,4487.92,251.976,176.746,-54.4676
538,42.8075,38.9929,-85.4391,66.4422,-147.459,25.3192,47.9384,-222.579,553.914,547.267,1364.54,439.986,2853.58,315.404,4487.89,252.444,177.104,-53.6805
539,39.9162,41.9494,-87.2618,64.0282,-147.872,22.7796,49.9762,-222.131,553.121,548.069,1364.29,440.778,2853.51,315.988,4487.86,252.913,177.435,-52.8851
540,36.8213,44.692,-89.0164,61.5642,-148.24,20.2332,52.0098,-221.663,552.326,548.869,1364.03,441.568,2853.45,316.571,4487.84,253.382,177.737,-52.0814
541,33.5387,47.2066,-90.7014,59.0521,-148.565,17.6808,54.039,-221.178,551.531,549.669,1363.77,442.359,2853.38,317.155,4487.81,253.851,178.012,-51.2696
542,30.085,49.4805,-92.3155,56.4939,-148.846,15.1232,56.0637,-220.673,550.734,550.467,1363.52,443.15,2853.32,317.739,4487.78,254.319,178.259,-50.4497
543,26.4778,51.502,-93.8574,53.8915,-149.083,12.5611,58.0837,-220.151,549.937,551.264,1363.26,443.94,2853.25,318.323,4487.76,254.788,178.479,-49.6221
544,22.7357,53.261,-95.3261,51.247,-149.276,9.99535,60.0989,-219.609,549.138,552.06,1363,444.731,2853.19,318.907,4487.73,255.257,178.671,-48.7866
545,18.8776,54.7483,-96.7202,48.5625,-149.424,7.42661,62.109,-219.05,548.338,552.855,1362.74,445.521,2853.12,319.491,4487.7,255.725,178.834,-47.9436
546,14.9233,55.9565,-98.0388,45.84,-149.529,4.85567,64.1138,-218.471,547.536,553.649,1362.48,446.311,2853.05,320.074,4487.68,256.194,178.97,-47.0931
547,10.8929,56.8794,-99.2807,43.0817,-149.589,2.2833,66.1133,-217.875,546.734,554.442,1362.22,447.101,2852.99,320.658,4487.65,256.663,179.078,-46.2352
548,6.8069,57.5123,-100.445,40.2897,-149.605,-0.289747,68.1073,-217.26,545.931,555.233,1361.96,447.891,2852.92,321.242,4487.62,257.132,179.158,-45.3701
549,2.68624,57.852,-101.531,37.4662,-149.576,-2.86271,70.0955,-216.627,545.126,556.023,1361.7,448.68,2852.86,321.826,4487.6,257.6,179.21,-44.4979
550,-1.44811,57.8967,-102.537,34.6134,-149.504,-5.43482,72.0779,-215.976,544.32,556.812,1361.44,449.47,2852.79,322.409,4487.57,258.069,179.233,-43.6187
551,-5.57508,57.6463,-103.464,31.7336,-149.387,-8.00532,74.0542,-215.307,543.513,557.6,1361.18,450.259,2852.72,322.993,4487.54,258.538,179.228,-42.7325
552,-9.67362,57.102,-104.309,28.829,-149.226,-10.5735,76.0242,-214.619,542.705,558.387,1360.91,451.048,2852.66,323.577,4487.51,259.006,179.195,-41.8396
553,-13.7229,56.2666,-105.073,25.9019,-149.02,-13.1385,77.9879,-213.914,541.896,559.173,1360.65,451.837,2852.59,324.161,4487.49,259.475,179.134,-40.9401
554,-17.7021,55.1444,-105.755,22.9545,-148.771,-15.6996,79.9451,-213.191,541.086,559.957,1360.39,452.626,2852.52,324.744,4487.46,259.944,179.043,-40.034
555,-21.5912,53.7411,-106.354,19.9891,-148.478,-18.256,81.8956,-212.449,540.274,560.74,1360.12,453.415,2852.46,325.328,4487.43,260.412,178.924,-39.1215
556,-25.3701,52.0639,-106.87,17.0082,-148.14,-20.8071,83.8391,-211.69,539.462,561.522,1359.86,454.203,2852.39,325.912,4487.41,260.881,178.777,-38.2027
557,-29.0198,50.1212,-107.303,14.0139,-147.759,-23.352,85.7757,-210.914,538.648,562.303,1359.6,454.992,2852.32,326.495,4487.38,261.35,178.6,-37.2776
558,-32.5215,47.9231,-107.651,11.0087,-147.334,-25.89,87.705,-210.119,537.833,563.083,1359.33,455.78,2852.26,327.079,4487.35,261.819,178.394,-36.3465
559,-35.8574,45.4806,-107.916,7.9949,-146.866,-28.4203,89.627,-209.307,537.017,563.861,1359.07,456.568,2852.19,327.662,4487.32,262.287,178.159,-35.4095
560,-39.0105,42.8063,-108.096,4.97483,-146.354,-30.9422,91.5414,-208.477,536.2,564.638,1358.8,457.356,2852.12,328.246,4487.3,262.756,177.894,-34.4665
561,-41.9648,39.9138,-108.191,1.95087,-145.798,-33.455,93.4482,-207.63,535.382,565.415,1358.53,458.144,2852.06,328.83,4487.27,263.225,177.6,-33.5179
562,-44.7051,36.8178,-108.202,-1.07461,-145.2,-35.9579,95.3472,-206.765,534.562,566.19,1358.27,458.932,2851.99,329.413,4487.24,263.693,177.275,-32.5636
563,-47.2175,33.5341,-108.128,-4.09926,-144.559,-38.4501,97.2381,-205.883,533.742,566.963,1358,459.719,2851.92,329.997,4487.21,264.162,176.921,-31.6038
564,-49.4892,30.0794,-107.97,-7.12069,-143.874,-40.9309,99.1209,-204.984,532.92,567.736,1357.73,460.506,2851.85,330.58,4487.19,264.631,176.537,-30.6386
565,-51.5086,26.4714,-107.727,-10.1366,-143.148,-43.3996,100.995,-204.067,532.097,568.507,1357.46,461.294,2851.78,331.164,4487.16,265.099,176.122,-29.6681
566,-53.2654,22.7284,-107.401,-13.1445,-142.378,-45.8555,102.861,-203.134,531.273,569.277,1357.19,462.081,2851.72,331.747,4487.13,265.568,175.677,-28.6924
567,-54.7505,18.8696,-106.99,-16.1422,-141.567,-48.2977,104.719,-202.183,530.448,570.046,1356.93,462.867,2851.65,332.331,4487.1,266.037,175.201,-27.7118
568,-55.9565,14.9145,-106.495,-19.1272,-140.714,-50.7257,106.567,-201.215,529.622,570.814,1356.66,463.654,2851.58,332.914,4487.07,266.505,174.694,-26.7261
569,-56.8772,10.8834,-105.917,-22.0973,-139.819,-53.1387,108.407,-200.231,528.795,571.581,1356.39,464.441,2851.51,333.498,4487.05,266.974,174.155,-25.7357
570,-57.5078,6.79674,-105.257,-25.0501,-138.883,-55.5359,110.237,-199.229,527.967,572.346,1356.11,465.227,2851.44,334.081,4487.02,267.442,173.585,-24.7407
571,-57.8452,2.67545,-104.514,-27.9833,-137.905,-57.9167,112.059,-198.211,527.138,573.11,1355.84,466.013,2851.38,334.665,4486.99,267.911,172.982,-23.741
572,-57.8875,-1.45949,-103.689,-30.8946,-136.887,-60.2804,113.87,-197.177,526.307,573.873,1355.57,466.799,2851.31,335.248,4486.96,268.38,172.348,-22.737
573,-57.6346,-5.58698,-102.783,-33.7818,-135.828,-62.6262,115.673,-196.125,525.475,574.635,1355.3,467.585,2851.24,335.832,4486.93,268.848,171.681,-21.7287
574,-57.0877,-9.68597,-101.797,-36.6425,-134.729,-64.9534,117.465,-195.058,524.643,575.396,1355.03,468.371,2851.17,336.415,4486.91,269.317,170.982,-20.7162
575,-56.2496,-13.7356,-100.731,-39.4745,-133.59,-67.2614,119.248,-193.974,523.809,576.155,1354.76,469.157,2851.1,336.998,4486.88,269.786,170.249,-19.6997
576,-55.1245,-17.7151,-99.5862,-42.2757,-132.412,-69.5495,121.021,-192.873,522.974,576.913,1354.48,469.942,2851.03,337.582,4486.85,270.254,169.482,-18.6793
577,-53.7182,-21.6042,-98.3636,-45.0438,-131.194,-71.8171,122.783,-191.757,522.138,577.67,1354.21,470.727,2850.96,338.165,4486.82,270.723,168.682,-17.6552
578,-52.0379,-25.3831,-97.0641,-47.7767,-129.938,-74.0633,124.536,-190.624,521.301,578.426,1353.93,471.513,2850.89,338.748,4486.79,271.192,167.848,-16.6274
579,-50.0921,-29.0325,-95.6886,-50.4722,-128.643,-76.2876,126.278,-189.475,520.463,579.18,1353.66,472.297,2850.82,339.332,4486.76,271.66,166.978,-15.5963
580,-47.8906,-32.5338,-94.2382,-53.1282,-127.31,-78.4893,128.009,-188.311,519.623,579.934,1353.38,473.082,2850.75,339.915,4486.74,272.129,166.074,-14.5619
581,-45.4448,-35.869,-92.7141,-55.7426,-125.939,-80.6678,129.729,-187.13,518.783,580.686,1353.11,473.867,2850.68,340.498,4486.71,272.597,165.135,-13.5243
582,-42.767,-39.0212,-91.1175,-58.3134,-124.531,-82.8224,131.439,-185.934,517.941,581.437,1352.83,474.651,2850.61,341.082,4486.68,273.066,164.159,-12.4839
583,-39.871,-41.9743,-89.4495,-60.8386,-123.086,-84.9524,133.137,-184.723,517.099,582.186,1352.56,475.436,2850.54,341.665,4486.65,273.535,163.147,-11.4406
584,-36.7715,-44.7131,-87.7116,-63.3162,-121.605,-87.0573,134.825,-183.496,516.255,582.935,1352.28,476.22,2850.47,342.248,4486.62,274.003,162.098,-10.3948
585,-33.4843,-47.2237,-85.905,-65.7442,-120.087,-89.1364,136.501,-182.253,515.411,583.682,1352,477.004,2850.4,342.831,4486.59,274.472,161.011,-9.34651
586,-30.0262,-49.4932,-84.0312,-68.1208,-118.534,-91.1891,138.166,-180.995,514.565,584.428,1351.72,477.788,2850.33,343.415,4486.56,274.94,159.886,-8.29605
587,-26.4148,-51.5101,-82.0916,-70.444,-116.946,-93.2148,139.819,-179.722,513.718,585.173,1351.45,478.572,2850.26,343.998,4486.54,275.409,158.723,-7.24358
588,-22.6686,-53.264,-80.0878,-72.7122,-115.323,-95.2129,141.46,-178.434,512.87,585.916,1351.17,479.355,2850.19,344.581,4486.51,275.878,157.521,-6.18933
589,-18.8066,-54.746,-78.0213,-74.9234,-113.667,-97.1827,143.089,-177.131,512.021,586.658,1350.89,480.138,2850.12,345.164,4486.48,276.346,156.279,-5.13351
590,-14.8486,-55.9485,-75.8938,-77.076,-111.976,-99.1238,144.707,-175.813,511.171,587.399,1350.61,480.922,2850.05,345.747,4486.45,276.815,154.996,-4.07636
591,-10.8148,-56.8653,-73.7068,-79.1682,-110.252,-101.036,146.312,-174.48,510.32,588.139,1350.33,481.705,2849.98,346.331,4486.42,277.283,153.672,-3.01812
592,-6.7258,-57.4918,-71.4621,-81.1985,-108.496,-102.917,147.905,-173.133,509.467,588.878,1350.05,482.488,2849.91,346.914,4486.39,277.752,152.306,-1.95906
593,-2.60244,-57.8247,-69.1615,-83.1652,-106.707,-104.769,149.486,-171.771,508.614,589.615,1349.77,483.27,2849.84,347.497,4486.36,278.22,150.898,-0.899456
594,1.53422,-57.8623,-66.8068,-85.0668,-104.887,-106.589,151.054,-170.395,507.76,590.351,1349.49,484.053,2849.76,348.08,4486.33,278.689,149.446,0.160413
595,5.66304,-57.6044,-64.3997,-86.9018,-103.036,-108.378,152.609,-169.004,506.904,591.086,1349.2,484.835,2849.69,348.663,4486.3,279.158,147.949,1.22023
596,9.76294,-57.0524,-61.9423,-88.6688,-101.154,-110.134,154.152,-167.599,506.048,591.82,1348.92,485.618,2849.62,349.246,4486.27,279.626,146.407,2.27968
597,13.813,-56.2091,-59.4363,-90.3664,-99.2424,-111.858,155.681,-166.18,505.19,592.552,1348.64,486.4,2849.55,349.829,4486.24,280.095,144.82,3.33841
598,17.7925,-55.0787,-56.8838,-91.9932,-97.3012,-113.549,157.198,-164.748,504.331,593.283,1348.36,487.182,2849.48,350.412,4486.22,280.563,143.184,4.39605
599,21.6811,-53.667,-54.2868,-93.548,-95.3313,-115.206,158.701,-163.301,503.472,594.013,1348.07,487.963,2849.41,350.995,4486.19,281.032,141.501,5.45221
600,25.4591,-51.9812,-51.6473,-95.0295,-93.3331,-116.829,160.191,-161.841,502.611,594.742,1347.79,488.745,2849.33,351.578,4486.16,281.5,139.768,6.50646
601,29.107,-50.03,-48.9673,-96.4367,-91.3072,-118.417,161.668,-160.367,501.749,595.469,1347.5,489.526,2849.26,352.161,4486.13,281.969,137.985,7.55836
602,32.6062,-47.8232,-46.249,-97.7683,-89.2542,-119.971,163.131,-158.879,500.886,596.196,1347.22,490.308,2849.19,352.744,4486.1,282.438,136.15,8.60742
603,35.939,-45.3723,-43.4945,-99.0234,-87.1749,-121.489,164.58,-157.379,500.022,596.921,1346.93,491.089,2849.12,353.327,4486.07,282.906,134.262,9.65312
604,39.0882,-42.6896,-40.7059,-100.201,-85.0697,-122.97,166.016,-155.865,499.157,597.644,1346.65,491.87,2849.04,353.91,4486.04,283.375,132.319,10.6949
605,42.0378,-39.7889,-37.8854,-101.3,-82.9392,-124.416,167.438,-154.338,498.291,598.367,1346.36,492.65,2848.97,354.493,4486.01,283.843,130.32,11.7321
606,44.7727,-36.6851,-35.0353,-102.32,-80.7842,-125.824,168.845,-152.798,497.424,599.088,1346.07,493.431,2848.9,355.076,4485.98,284.312,128.264,12.7642
607,47.279,-33.3939,-32.1578,-103.259,-78.6053,-127.195,170.239,-151.245,496.556,599.808,1345.79,494.211,2848.83,355.659,4485.95,284.78,126.148,13.7903
608,49.5438,-29.9321,-29.255,-104.118,-76.403,-128.529,171.618,-149.68,495.687,600.526,1345.5,494.992,2848.75,356.242,4485.92,285.249,123.971,14.8098
609,51.5557,-26.3176,-26.3294,-104.895,-74.1782,-129.824,172.983,-148.102,494.817,601.244,1345.21,495.772,2848.68,356.825,4485.89,285.717,121.731,15.8217
610,53.3044,-22.5686,-23.3831,-105.59,-71.9313,-131.081,174.333,-146.511,493.946,601.96,1344.92,496.552,2848.61,357.408,4485.86,286.186,119.425,16.8251
611,54.7809,-18.7045,-20.4185,-106.203,-69.6631,-132.299,175.669,-144.908,493.073,602.675,1344.63,497.332,2848.53,357.991,4485.83,286.654,117.053,17.8191
612,55.9777,-14.7448,-17.4379,-106.732,-67.3743,-133.478,176.989,-143.293,492.2,603.388,1344.34,498.111,2848.46,358.574,4485.8,287.123,114.61,18.8023
613,56.8887,-10.7099,-14.4437,-107.177,-65.0655,-134.617,178.295,-141.667,491.326,604.101,1344.05,498.891,2848.39,359.157,4485.77,287.591,112.095,19.7737
614,57.5093,-6.62023,-11.4381,-107.539,-62.7374,-135.716,179.587,-140.028,490.451,604.812,1343.76,499.67,2848.31,359.739,4485.74,288.06,109.505,20.7318
615,57.8363,-2.49681,-8.42362,-107.816,-60.3907,-136.776,180.863,-138.377,489.574,605.521,1343.47,500.449,2848.24,360.322,4485.71,288.528,106.836,21.675
616,57.8681,1.63936,-5.40251,-108.009,-58.0261,-137.794,182.123,-136.715,488.697,606.23,1343.18,501.228,2848.16,360.905,4485.68,288.997,104.085,22.6017
617,57.6045,5.76716,-2.37717,-108.118,-55.6443,-138.772,183.369,-135.041,487.818,606.937,1342.89,502.007,2848.09,361.488,4485.65,289.465,101.249,23.5098
618,57.047,9.86553,0.650027,-108.141,-53.246,-139.709,184.599,-133.357,486.939,607.643,1342.59,502.785,2848.02,362.07,4485.62,289.934,98.3239,24.3971
619,56.1983,13.9135,3.67672,-108.08,-50.8319,-140.604,185.814,-131.66,486.058,608.348,1342.3,503.564,2847.94,362.653,4485.59,290.402,95.3048,25.2611
620,55.0628,17.8906,6.70053,-107.935,-48.4028,-141.457,187.013,-129.953,485.177,609.051,1342.01,504.342,2847.87,363.236,4485.56,290.871,92.1872,26.099
621,53.6463,21.7763,9.71909,-107.704,-45.9593,-142.269,188.196,-128.235,484.294,609.753,1341.72,505.12,2847.79,363.819,4485.53,291.339,88.9658,26.9075
622,51.9561,25.5509,12.73,-107.39,-43.5021,-143.038,189.364,-126.506,483.411,610.454,1341.42,505.898,2847.72,364.401,4485.5,291.808,85.6345,27.6827
623,50.0008,29.1952,15.731,-106.991,-41.0321,-143.765,190.516,-124.767,482.526,611.154,1341.13,506.676,2847.64,364.984,4485.47,292.276,82.1867,28.4202
624,47.7904,32.6905,18.7197,-106.509,-38.5499,-144.45,191.652,-123.017,481.641,611.852,1340.83,507.453,2847.57,365.567,4485.44,292.745,78.6151,29.1149
625,45.3362,36.019,21.6937,-105.943,-36.0563,-145.091,192.771,-121.257,480.754,612.549,1340.54,508.231,2847.49,366.149,4485.4,293.213,74.9111,29.7604
626,42.6507,39.1638,24.6507,-105.294,-33.552,-145.69,193.875,-119.486,479.867,613.245,1340.24,509.008,2847.42,366.732,4485.37,293.682,71.0654,30.3496
627,39.7477,42.1088,27.5884,-104.562,-31.0378,-146.245,194.962,-117.706,478.978,613.939,1339.94,509.785,2847.34,367.315,4485.34,294.15,67.0669,30.8734
628,36.6419,44.8391,30.5044,-103.749,-28.5143,-146.757,196.033,-115.916,478.088,614.633,1339.65,510.562,2847.27,367.897,4485.31,294.619,62.9032,31.321
629,33.3493,47.3406,33.3966,-102.854,-25.9824,-147.226,197.088,-114.115,477.198,615.324,1339.35,511.339,2847.19,368.48,4485.28,295.087,58.5596,31.6789
630,29.8866,49.6008,36.2626,-101.879,-23.4428,-147.65,198.126,-112.306,476.306,616.015,1339.05,512.115,2847.12,369.062,4485.25,295.556,54.0193,31.9301
631,26.2715,51.608,39.1003,-100.824,-20.8962,-148.031,199.147,-110.487,475.414,616.704,1338.75,512.892,2847.04,369.645,4485.22,296.024,49.262,32.0527
632,22.5224,53.352,41.9073,-99.69,-18.3434,-148.369,200.151,-108.659,474.52,617.392,1338.45,513.668,2846.96,370.228,4485.19,296.493,44.2639,32.018
633,18.6585,54.824,44.6814,-98.4779,-15.7852,-148.662,201.139,-106.821,473.626,618.079,1338.16,514.444,2846.89,370.81,4485.16,296.961,38.9964,31.7876
634,14.6995,56.0165,47.4206,-97.1886,-13.2224,-148.911,202.11,-104.975,472.73,618.764,1337.86,515.22,2846.81,371.393,4485.13,297.43,33.4249,31.308
635,10.6655,56.9234,50.1226,-95.8233,-10.6555,-149.116,203.064,-103.12,471.833,619.448,1337.56,515.995,2846.74,371.975,4485.1,297.898,27.508,30.5025
636,6.57713,57.5401,52.7853,-94.3828,-8.08558,-149.277,204.001,-101.256,470.936,620.131,1337.26,516.771,2846.66,372.558,4485.06,298.366,21.1975,29.2555
637,2.45524,57.8634,55.4067,-92.8684,-5.51321,-149.393,204.921,-99.3834,470.037,620.813,1336.95,517.546,2846.58,373.14,4485.03,298.835,14.4427,27.3839
638,-1.67917,57.8918,57.9847,-91.2813,-2.93921,-149.465,205.824,-97.5027,469.138,621.493,1336.65,518.321,2846.51,373.723,4485,299.303,7.21278,24.579
639,-5.80501,57.625,60.5173,-89.6227,-0.364329,-149.493,206.709,-95.6139,468.237,622.172,1336.35,519.096,2846.43,374.305,4484.97,299.772,-0.410797,20.2895
640,-9.90126,57.0645,63.0025,-87.8939,2.21066,-149.476,207.577,-93.717,467.336,622.849,1336.05,519.871,2846.35,374.887,4484.94,300.24,-7.86398,13.5703
641,-13.947,56.2131,65.4383,-86.0962,4.78499,-149.416,208.428,-91.8123,466.433,623.526,1335.75,520.646,2846.28,375.47,4484.91,300.709,-13.1418,3.63776
642,-17.9217,55.0752,67.8228,-84.2311,7.3579,-149.31,209.261,-89.8999,465.53,624.201,1335.44,521.42,2846.2,376.052,4484.88,301.177,-13.7885,-7.58049
643,-21.8051,53.6566,70.1543,-82.2999,9.92863,-149.161,210.077,-87.9799,464.625,624.874,1335.14,522.195,2846.12,376.635,4484.84,301.645,-10.931,-17.1804
644,-25.5773,51.9645,72.4308,-80.3044,12.4964,-148.967,210.875,-86.0526,463.72,625.547,1334.84,522.969,2846.04,377.217,4484.81,302.114,-6.67547,-24.8054
645,-29.2191,50.0075,74.6505,-78.2459,15.0605,-148.729,211.656,-84.118,462.814,626.218,1334.53,523.743,2845.97,377.799,4484.78,302.582,-1.9848,-30.9665
