t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
1,57.752,4.13302,108.158,3.02556,149.578,2.57329,227.89,2.08496,778.599,1.12803,1434,0.831192,2871,0.587435,4495,0.469474
2,57.3093,8.24495,108.031,6.04876,149.511,5.14582,227.862,4.16975,778.597,2.25605,1434,1.66238,2871,1.17487,4495,0.938947
3,56.5743,12.3148,107.819,9.06722,149.401,7.71683,227.814,6.25418,778.593,3.38407,1434,2.49358,2871,1.7623,4495,1.40842
4,55.5506,16.3218,107.523,12.0786,149.246,10.2856,227.747,8.3381,778.587,4.51208,1434,3.32477,2871,2.34974,4495,1.87789
5,54.2435,20.2456,107.144,15.0805,149.047,12.8512,227.662,10.4213,778.58,5.64008,1433.99,4.15596,2871,2.93717,4495,2.34737
6,52.6596,24.0661,106.68,18.0707,148.804,15.4131,227.557,12.5037,778.571,6.76807,1433.99,4.98714,2871,3.52461,4495,2.81684
7,50.807,27.7637,106.133,21.0466,148.516,17.9704,227.433,14.585,778.56,7.89604,1433.99,5.81833,2871,4.11204,4495,3.28632
8,48.6952,31.3197,105.503,24.0062,148.185,20.5224,227.29,16.665,778.548,9.024,1433.98,6.64952,2871,4.69947,4495,3.75579
9,46.335,34.7159,104.79,26.947,147.81,23.0684,227.128,18.7437,778.534,10.1519,1433.98,7.4807,2871,5.28691,4495,4.22526
10,43.7383,37.935,103.996,29.8666,147.392,25.6075,226.947,20.8208,778.518,11.2799,1433.98,8.31188,2870.99,5.87434,4495,4.69474
11,40.9184,40.9605,103.12,32.763,146.929,28.139,226.747,22.8962,778.501,12.4078,1433.97,9.14305,2870.99,6.46178,4495,5.16421
12,37.8897,43.7769,102.163,35.6337,146.424,30.6622,226.528,24.9696,778.482,13.5356,1433.97,9.97423,2870.99,7.04921,4495,5.63368
13,34.6678,46.37,101.127,38.4765,145.874,33.1763,226.29,27.041,778.462,14.6635,1433.96,10.8054,2870.99,7.63664,4495,6.10316
14,31.2689,48.7265,100.011,41.2893,145.282,35.6806,226.033,29.1101,778.44,15.7913,1433.95,11.6366,2870.99,8.22407,4495,6.57263
15,27.7104,50.8343,98.8176,44.0697,144.647,38.1744,225.757,31.1768,778.416,16.9191,1433.95,12.4677,2870.99,8.81151,4494.99,7.0421
16,24.0106,52.6828,97.5466,46.8157,143.969,40.6568,225.463,33.2408,778.391,18.0468,1433.94,13.2989,2870.98,9.39894,4494.99,7.51158
17,20.1882,54.2624,96.1993,49.5251,143.248,43.1272,225.149,35.3021,778.364,19.1745,1433.93,14.13,2870.98,9.98637,4494.99,7.98105
18,16.2628,55.5651,94.7768,52.1957,142.485,45.5849,224.817,37.3604,778.335,20.3022,1433.92,14.9612,2870.98,10.5738,4494.99,8.45052
19,12.2544,56.5843,93.2802,54.8255,141.68,48.0291,224.466,39.4156,778.305,21.4298,1433.91,15.7923,2870.98,11.1612,4494.99,8.91999
20,8.18353,57.3147,91.7106,57.4125,140.833,50.459,224.096,41.4675,778.273,22.5574,1433.9,16.6235,2870.98,11.7487,4494.99,9.38947
21,4.07087,57.7526,90.0693,59.9545,139.944,52.8741,223.707,43.5159,778.24,23.6849,1433.89,17.4546,2870.97,12.3361,4494.99,9.85894
22,-0.0625621,57.8958,88.3575,62.4497,139.014,55.2734,223.3,45.5607,778.205,24.8124,1433.88,18.2857,2870.97,12.9235,4494.99,10.3284
23,-4.19567,57.7436,86.5767,64.896,138.042,57.6565,222.874,47.6017,778.168,25.9398,1433.87,19.1169,2870.97,13.5109,4494.99,10.7979
24,-8.30737,57.2968,84.7282,67.2915,137.03,60.0224,222.429,49.6386,778.13,27.0672,1433.86,19.948,2870.97,14.0984,4494.99,11.2674
25,-12.3767,56.5575,82.8133,69.6345,135.977,62.3706,221.965,51.6715,778.09,28.1945,1433.85,20.7791,2870.96,14.6858,4494.98,11.7368
26,-16.3828,55.5296,80.8338,71.9229,134.884,64.7004,221.483,53.7,778.048,29.3217,1433.84,21.6102,2870.96,15.2732,4494.98,12.2063
27,-20.3054,54.2184,78.791,74.1552,133.751,67.011,220.983,55.724,778.005,30.4489,1433.82,22.4413,2870.96,15.8607,4494.98,12.6758
28,-24.1243,52.6305,76.6866,76.3294,132.579,69.3018,220.464,57.7433,777.96,31.5761,1433.81,23.2724,2870.95,16.4481,4494.98,13.1452
29,-27.8201,50.774,74.5222,78.4439,131.367,71.572,219.926,59.7578,777.913,32.7031,1433.8,24.1034,2870.95,17.0355,4494.98,13.6147
30,-31.3739,48.6584,72.2995,80.4971,130.117,73.8211,219.371,61.7673,777.865,33.8301,1433.78,24.9345,2870.95,17.6229,4494.98,14.0842
31,-34.7677,46.2945,70.0203,82.4873,128.828,76.0484,218.796,63.7717,777.815,34.957,1433.77,25.7656,2870.94,18.2104,4494.98,14.5537
32,-37.984,43.6944,67.6864,84.413,127.501,78.2531,218.204,65.7707,777.764,36.0839,1433.75,26.5966,2870.94,18.7978,4494.97,15.0231
33,-41.0065,40.8713,65.2995,86.2727,126.136,80.4347,217.593,67.7642,777.711,37.2107,1433.74,27.4277,2870.93,19.3852,4494.97,15.4926
34,-43.8198,37.8397,62.8615,88.0649,124.733,82.5925,216.964,69.752,777.656,38.3374,1433.72,28.2587,2870.93,19.9726,4494.97,15.9621
35,-46.4094,34.6149,60.3744,89.7882,123.294,84.7258,216.317,71.734,777.6,39.464,1433.7,29.0897,2870.93,20.56,4494.97,16.4315
36,-48.7622,31.2136,57.8401,91.4413,121.819,86.8341,215.652,73.71,777.542,40.5905,1433.69,29.9208,2870.92,21.1475,4494.97,16.901
37,-50.8662,27.6529,55.2605,93.0229,120.307,88.9167,214.969,75.6798,777.482,41.717,1433.67,30.7518,2870.92,21.7349,4494.97,17.3705
38,-52.7107,23.9512,52.6377,94.5318,118.76,90.973,214.267,77.6433,777.421,42.8433,1433.65,31.5828,2870.91,22.3223,4494.96,17.84
39,-54.2862,20.1272,49.9738,95.9667,117.177,93.0023,213.548,79.6002,777.358,43.9696,1433.63,32.4138,2870.91,22.9097,4494.96,18.3094
40,-55.5846,16.2006,47.2707,97.3266,115.56,95.0041,212.811,81.5506,777.293,45.0958,1433.61,33.2447,2870.9,23.4971,4494.96,18.7789
41,-56.5995,12.1912,44.5307,98.6103,113.909,96.9779,212.056,83.494,777.227,46.2219,1433.59,34.0757,2870.9,24.0845,4494.96,19.2484
42,-57.3255,8.11971,41.7559,99.8169,112.224,98.9229,211.283,85.4305,777.16,47.3478,1433.57,34.9066,2870.89,24.672,4494.96,19.7178
43,-57.7591,4.00675,38.9484,100.945,110.506,100.839,210.493,87.3599,777.09,48.4737,1433.55,35.7376,2870.89,25.2594,4494.95,20.1873
44,-57.8979,-0.126652,36.1105,101.995,108.755,102.725,209.685,89.2819,777.019,49.5995,1433.53,36.5685,2870.88,25.8468,4494.95,20.6568
45,-57.7413,-4.25941,33.2443,102.965,106.972,104.58,208.86,91.1965,776.946,50.7252,1433.51,37.3994,2870.88,26.4342,4494.95,21.1262
46,-57.2901,-8.37044,30.3522,103.854,105.157,106.405,208.017,93.1034,776.872,51.8508,1433.49,38.2303,2870.87,27.0216,4494.95,21.5957
47,-56.5466,-12.4388,27.4363,104.662,103.311,108.198,207.156,95.0026,776.796,52.9762,1433.47,39.0612,2870.87,27.609,4494.95,22.0652
48,-55.5145,-16.4436,24.4989,105.389,101.435,109.959,206.279,96.8938,776.719,54.1016,1433.44,39.8921,2870.86,28.1964,4494.94,22.5346
49,-54.1992,-20.3646,21.5424,106.032,99.5284,111.687,205.384,98.7768,776.64,55.2268,1433.42,40.723,2870.86,28.7838,4494.94,23.0041
50,-52.6074,-24.1816,18.569,106.593,97.5926,113.383,204.472,100.652,776.559,56.352,1433.4,41.5538,2870.85,29.3712,4494.94,23.4736
51,-50.7471,-27.8753,15.5811,107.071,95.6278,115.045,203.542,102.518,776.476,57.477,1433.37,42.3847,2870.84,29.9586,4494.94,23.943
52,-48.6279,-31.4267,12.581,107.464,93.6348,116.673,202.596,104.376,776.392,58.6019,1433.35,43.2155,2870.84,30.546,4494.93,24.4125
53,-46.2607,-34.8178,9.57112,107.774,91.6141,118.266,201.633,106.225,776.307,59.7266,1433.32,44.0463,2870.83,31.1334,4494.93,24.882
54,-43.6573,-38.0313,6.55373,108,89.5662,119.824,200.653,108.065,776.219,60.8513,1433.29,44.8771,2870.82,31.7208,4494.93,25.3514
55,-40.8313,-41.0507,3.53121,108.141,87.4919,121.347,199.656,109.896,776.13,61.9758,1433.27,45.7079,2870.82,32.3082,4494.93,25.8209
56,-37.7969,-43.8607,0.505935,108.197,85.3917,122.834,198.642,111.718,776.04,63.1001,1433.24,46.5386,2870.81,32.8956,4494.92,26.2904
57,-34.5697,-46.4469,-2.51974,108.169,83.2662,124.285,197.612,113.531,775.948,64.2244,1433.21,47.3694,2870.8,33.483,4494.92,26.7598
58,-31.1661,-48.7961,-5.54343,108.056,81.116,125.699,196.565,115.334,775.854,65.3485,1433.19,48.2001,2870.8,34.0704,4494.92,27.2293
59,-27.6035,-50.8964,-8.56279,107.859,78.9419,127.075,195.502,117.127,775.758,66.4725,1433.16,49.0308,2870.79,34.6578,4494.91,27.6988
60,-23.9001,-52.737,-11.5755,107.577,76.7444,128.415,194.422,118.911,775.661,67.5963,1433.13,49.8615,2870.78,35.2452,4494.91,28.1682
61,-20.0747,-54.3085,-14.5791,107.211,74.5242,129.716,193.327,120.685,775.563,68.72,1433.1,50.6922,2870.78,35.8326,4494.91,28.6377
62,-16.1469,-55.603,-17.5713,106.761,72.282,130.978,192.214,122.448,775.462,69.8436,1433.07,51.5229,2870.77,36.42,4494.91,29.1072
63,-12.1367,-56.6137,-20.5497,106.228,70.0183,132.202,191.086,124.202,775.36,70.967,1433.04,52.3535,2870.76,37.0074,4494.9,29.5766
64,-8.06463,-57.3357,-23.5121,105.612,67.734,133.387,189.942,125.944,775.257,72.0902,1433.01,53.1842,2870.75,37.5947,4494.9,30.0461
65,-3.95139,-57.7651,-26.4561,104.913,65.4296,134.532,188.782,127.677,775.151,73.2133,1432.98,54.0148,2870.75,38.1821,4494.9,30.5156
66,0.182019,-57.8998,-29.3794,104.132,63.1058,135.638,187.606,129.399,775.045,74.3363,1432.95,54.8454,2870.74,38.7695,4494.89,30.985
67,4.3145,-57.7391,-32.2797,103.27,60.7634,136.703,186.415,131.109,774.936,75.4591,1432.91,55.6759,2870.73,39.3569,4494.89,31.4545
68,8.42497,-57.2839,-35.1548,102.327,58.403,137.728,185.208,132.809,774.826,76.5817,1432.88,56.5065,2870.72,39.9443,4494.89,31.9239
69,12.4925,-56.5364,-38.0023,101.303,56.0253,138.713,183.985,134.498,774.714,77.7042,1432.85,57.337,2870.71,40.5316,4494.88,32.3934
70,16.4962,-55.5004,-40.8202,100.201,53.6311,139.656,182.747,136.176,774.601,78.8265,1432.81,58.1676,2870.7,41.119,4494.88,32.8629
71,20.4158,-54.1813,-43.6061,99.0203,51.2209,140.557,181.494,137.842,774.486,79.9486,1432.78,58.9981,2870.7,41.7064,4494.88,33.3323
72,24.2312,-52.5857,-46.3579,97.762,48.7957,141.418,180.226,139.496,774.369,81.0706,1432.75,59.8285,2870.69,42.2938,4494.87,33.8018
73,27.923,-50.7219,-49.0735,96.4273,46.3559,142.236,178.942,141.139,774.251,82.1924,1432.71,60.659,2870.68,42.8811,4494.87,34.2712
74,31.4724,-48.5993,-51.7506,95.0172,43.9025,143.012,177.644,142.77,774.131,83.3141,1432.68,61.4894,2870.67,43.4685,4494.87,34.7407
75,34.8612,-46.2287,-54.3873,93.5328,41.4361,143.746,176.33,144.39,774.01,84.4355,1432.64,62.3199,2870.66,44.0559,4494.86,35.2102
76,38.0721,-43.6223,-56.9815,91.9752,38.9574,144.438,175.002,145.997,773.887,85.5568,1432.6,63.1503,2870.65,44.6432,4494.86,35.6796
77,41.0888,-40.7934,-59.531,90.3457,36.4672,145.087,173.659,147.591,773.762,86.6779,1432.57,63.9806,2870.64,45.2306,4494.85,36.1491
78,43.8959,-37.7563,-62.0341,88.6455,33.9662,145.692,172.302,149.174,773.636,87.7988,1432.53,64.811,2870.63,45.818,4494.85,36.6185
79,46.479,-34.5265,-64.4885,86.876,31.4551,146.255,170.93,150.744,773.508,88.9196,1432.49,65.6413,2870.62,46.4053,4494.85,37.088
80,48.8249,-31.1206,-66.8926,85.0385,28.9348,146.774,169.544,152.301,773.378,90.0401,1432.45,66.4716,2870.61,46.9927,4494.84,37.5575
81,50.9218,-27.556,-69.2443,83.1346,26.4059,147.25,168.144,153.846,773.247,91.1605,1432.41,67.3019,2870.6,47.58,4494.84,38.0269
82,52.7589,-23.8507,-71.5419,81.1655,23.8692,147.683,166.73,155.378,773.114,92.2806,1432.37,68.1322,2870.59,48.1674,4494.83,38.4964
83,54.3268,-20.0238,-73.7835,79.1331,21.3254,148.071,165.301,156.897,772.98,93.4006,1432.33,68.9625,2870.58,48.7547,4494.83,38.9658
84,55.6175,-16.0947,-75.9674,77.0387,18.7753,148.416,163.859,158.402,772.844,94.5204,1432.29,69.7927,2870.57,49.3421,4494.83,39.4353
85,56.6244,-12.0835,-78.0918,74.884,16.2196,148.717,162.403,159.895,772.706,95.64,1432.25,70.6229,2870.56,49.9294,4494.82,39.9047
86,57.3425,-8.0106,-80.1552,72.6708,13.6592,148.974,160.934,161.374,772.567,96.7594,1432.21,71.453,2870.55,50.5168,4494.82,40.3742
87,57.768,-3.89686,-82.1559,70.4007,11.0947,149.187,159.451,162.839,772.426,97.8785,1432.17,72.2832,2870.54,51.1041,4494.81,40.8437
88,57.8988,0.236767,-84.0923,68.0756,8.52693,149.356,157.955,164.291,772.283,98.9975,1432.13,73.1133,2870.53,51.6915,4494.81,41.3131
89,57.7341,4.36918,-85.9629,65.6972,5.95664,149.48,156.446,165.729,772.139,100.116,1432.08,73.9434,2870.52,52.2788,4494.81,41.7826
90,57.2749,8.47931,-87.7663,63.2674,3.38459,149.561,154.923,167.153,771.993,101.235,1432.04,74.7735,2870.51,52.8661,4494.8,42.252
91,56.5235,12.5462,-89.5011,60.7882,0.811539,149.597,153.388,168.564,771.846,102.353,1432,75.6036,2870.5,53.4535,4494.8,42.7215
92,55.4836,16.549,-91.1658,58.2613,-1.76175,149.588,151.839,169.96,771.697,103.471,1431.95,76.4336,2870.49,54.0408,4494.79,43.1909
93,54.1607,20.4674,-92.7592,55.689,-4.33452,149.536,150.278,171.342,771.546,104.589,1431.91,77.2636,2870.48,54.6281,4494.79,43.6604
94,52.5615,24.2814,-94.2801,53.073,-6.906,149.439,148.705,172.709,771.394,105.707,1431.86,78.0936,2870.47,55.2155,4494.78,44.1298
95,50.6941,27.9715,-95.7272,50.4155,-9.47543,149.298,147.119,174.062,771.24,106.824,1431.82,78.9235,2870.46,55.8028,4494.78,44.5993
96,48.568,31.5189,-97.0994,47.7186,-12.0421,149.113,145.521,175.401,771.084,107.942,1431.77,79.7534,2870.44,56.3901,4494.77,45.0687
97,46.1942,34.9055,-98.3957,44.9844,-14.6051,148.884,143.91,176.725,770.927,109.059,1431.72,80.5833,2870.43,56.9774,4494.77,45.5382
98,43.5846,38.114,-99.6149,42.215,-17.1639,148.61,142.288,178.034,770.768,110.175,1431.68,81.4132,2870.42,57.5647,4494.76,46.0076
99,40.7527,41.128,-100.756,39.4126,-19.7175,148.293,140.653,179.328,770.608,111.292,1431.63,82.2431,2870.41,58.1521,4494.76,46.4771
100,37.7129,43.9322,-101.819,36.5793,-22.2654,147.932,139.007,180.607,770.446,112.408,1431.58,83.0729,2870.4,58.7394,4494.75,46.9465
101,34.4806,46.5122,-102.802,33.7174,-24.8066,147.527,137.349,181.871,770.282,113.524,1431.53,83.9027,2870.39,59.3267,4494.75,47.416
102,31.0724,48.8549,-103.704,30.8291,-27.3405,147.078,135.68,183.12,770.117,114.64,1431.48,84.7324,2870.37,59.914,4494.74,47.8854
103,27.5057,50.9483,-104.526,27.9168,-29.8663,146.586,133.999,184.354,769.95,115.756,1431.43,85.5621,2870.36,60.5013,4494.74,48.3549
104,23.7986,52.7818,-105.265,24.9825,-32.3833,146.051,132.307,185.572,769.782,116.871,1431.38,86.3918,2870.35,61.0886,4494.73,48.8243
105,19.9701,54.346,-105.922,22.0288,-34.8906,145.472,130.604,186.774,769.612,117.986,1431.33,87.2215,2870.34,61.6759,4494.73,49.2938
106,16.0398,55.633,-106.497,19.0578,-37.3877,144.85,128.89,187.961,769.44,119.101,1431.28,88.0512,2870.32,62.2632,4494.72,49.7632
107,12.0276,56.636,-106.988,16.0719,-39.8737,144.185,127.166,189.133,769.267,120.216,1431.23,88.8808,2870.31,62.8505,4494.72,50.2326
108,7.95399,57.3502,-107.395,13.0734,-42.3479,143.478,125.43,190.288,769.092,121.33,1431.18,89.7104,2870.3,63.4378,4494.71,50.7021
109,3.83984,57.7717,-107.718,10.0647,-44.8095,142.728,123.684,191.427,768.916,122.444,1431.13,90.5399,2870.28,64.0251,4494.71,51.1715
110,-0.293902,57.8984,-107.957,7.04813,-47.2579,141.936,121.928,192.551,768.737,123.558,1431.07,91.3694,2870.27,64.6124,4494.7,51.641
111,-4.42614,57.7297,-108.112,4.02603,-49.6923,141.102,120.162,193.658,768.558,124.672,1431.02,92.1989,2870.26,65.1997,4494.7,52.1104
112,-8.5358,57.2665,-108.182,1.00079,-52.112,140.227,118.385,194.749,768.376,125.785,1430.97,93.0284,2870.24,65.7869,4494.69,52.5799
113,-12.6019,56.5111,-108.167,-2.02523,-54.5163,139.309,116.599,195.824,768.193,126.898,1430.91,93.8578,2870.23,66.3742,4494.69,53.0493
114,-16.6037,55.4674,-108.068,-5.04967,-56.9044,138.351,114.803,196.882,768.009,128.011,1430.86,94.6872,2870.22,66.9615,4494.68,53.5187
115,-20.5208,54.1407,-107.884,-8.07016,-59.2757,137.351,112.997,197.924,767.823,129.124,1430.8,95.5166,2870.2,67.5488,4494.68,53.9882
116,-24.3332,52.5378,-107.616,-11.0843,-61.6295,136.311,111.182,198.95,767.635,130.236,1430.75,96.3459,2870.19,68.136,4494.67,54.4576
117,-28.0214,50.6668,-107.264,-14.0898,-63.965,135.231,109.358,199.959,767.445,131.348,1430.69,97.1752,2870.18,68.7233,4494.66,54.9271
118,-31.5667,48.5373,-106.827,-17.0843,-66.2816,134.11,107.524,200.951,767.254,132.46,1430.63,98.0045,2870.16,69.3106,4494.66,55.3965
119,-34.9509,46.1601,-106.307,-20.0654,-68.5786,132.95,105.682,201.926,767.062,133.571,1430.57,98.8338,2870.15,69.8978,4494.65,55.8659
120,-38.1568,43.5475,-105.704,-23.0308,-70.8552,131.751,103.83,202.884,766.867,134.682,1430.52,99.663,2870.13,70.4851,4494.65,56.3354
121,-41.168,40.7126,-105.018,-25.9782,-73.1109,130.512,101.97,203.825,766.672,135.793,1430.46,100.492,2870.12,71.0723,4494.64,56.8048
122,-43.9692,37.6701,-104.251,-28.9053,-75.345,129.235,100.101,204.75,766.474,136.904,1430.4,101.321,2870.1,71.6596,4494.63,57.2742
123,-46.546,34.4353,-103.401,-31.8097,-77.5568,127.92,98.2243,205.657,766.275,138.014,1430.34,102.15,2870.09,72.2469,4494.63,57.7437
124,-48.8853,31.0249,-102.471,-34.6893,-79.7456,126.567,96.339,206.547,766.074,139.124,1430.28,102.979,2870.07,72.8341,4494.62,58.2131
125,-50.9753,27.4561,-101.46,-37.5417,-81.9108,125.176,94.4457,207.419,765.872,140.234,1430.22,103.808,2870.06,73.4213,4494.62,58.6826
126,-52.8051,23.7473,-100.37,-40.3648,-84.0518,123.748,92.5445,208.274,765.668,141.343,1430.16,104.637,2870.04,74.0086,4494.61,59.152
127,-54.3655,19.9173,-99.2013,-43.1562,-86.1679,122.284,90.6355,209.112,765.463,142.452,1430.1,105.466,2870.03,74.5958,4494.6,59.6214
128,-55.6486,15.9857,-97.9552,-45.9139,-88.2585,120.784,88.719,209.933,765.256,143.561,1430.04,106.295,2870.01,75.1831,4494.6,60.0909
129,-56.6477,11.9725,-96.6324,-48.6357,-90.323,119.247,86.795,210.735,765.047,144.67,1429.98,107.124,2870,75.7703,4494.59,60.5603
130,-57.3578,7.89829,-95.2339,-51.3194,-92.3607,117.676,84.8638,211.52,764.837,145.778,1429.91,107.953,2869.98,76.3575,4494.58,61.0297
131,-57.7752,3.78374,-93.761,-53.9629,-94.3711,116.07,82.9255,212.288,764.625,146.886,1429.85,108.782,2869.97,76.9447,4494.58,61.4991
132,-57.8979,-0.35012,-92.2147,-56.5643,-96.3536,114.429,80.9802,213.037,764.411,147.993,1429.79,109.611,2869.95,77.532,4494.57,61.9686
133,-57.7251,-4.48219,-90.5962,-59.1213,-98.3076,112.754,79.0282,213.769,764.196,149.101,1429.72,110.439,2869.93,78.1192,4494.57,62.438
134,-57.2578,-8.59139,-88.9068,-61.6321,-100.232,111.046,77.0696,214.483,763.979,150.208,1429.66,111.268,2869.92,78.7064,4494.56,62.9074
135,-56.4984,-12.6568,-87.1479,-64.0947,-102.128,109.306,75.1045,215.179,763.761,151.314,1429.59,112.097,2869.9,79.2936,4494.55,63.3769
136,-55.4507,-16.6575,-85.3208,-66.5071,-103.993,107.532,73.1331,215.857,763.541,152.421,1429.53,112.926,2869.89,79.8808,4494.55,63.8463
137,-54.1201,-20.5733,-83.4269,-68.8675,-105.827,105.727,71.1556,216.517,763.319,153.527,1429.46,113.754,2869.87,80.468,4494.54,64.3157
138,-52.5134,-24.3842,-81.4677,-71.174,-107.63,103.891,69.1722,217.159,763.096,154.632,1429.39,114.583,2869.85,81.0552,4494.53,64.7851
139,-50.6387,-28.0706,-79.4447,-73.4248,-109.401,102.024,67.1829,217.782,762.872,155.738,1429.33,115.411,2869.84,81.6424,4494.53,65.2546
140,-48.5056,-31.6138,-77.3596,-75.6181,-111.139,100.127,65.1881,218.388,762.645,156.843,1429.26,116.24,2869.82,82.2296,4494.52,65.724
141,-46.1251,-34.9957,-75.214,-77.7523,-112.845,98.2002,63.1878,218.975,762.417,157.948,1429.19,117.068,2869.8,82.8168,4494.51,66.1934
142,-43.5092,-38.199,-73.0095,-79.8256,-114.517,96.2443,61.1822,219.544,762.188,159.052,1429.12,117.897,2869.78,83.404,4494.5,66.6628
143,-40.6713,-41.2074,-70.7479,-81.8365,-116.156,94.2599,59.1715,220.094,761.957,160.156,1429.05,118.725,2869.77,83.9912,4494.5,67.1323
144,-37.6259,-44.0056,-68.4309,-83.7833,-117.76,92.2476,57.1558,220.626,761.724,161.26,1428.99,119.553,2869.75,84.5784,4494.49,67.6017
145,-34.3885,-46.5792,-66.0603,-85.6645,-119.329,90.208,55.1354,221.14,761.49,162.363,1428.92,120.382,2869.73,85.1656,4494.48,68.0711
146,-30.9756,-48.9152,-63.6381,-87.4787,-120.863,88.1418,53.1103,221.635,761.254,163.466,1428.85,121.21,2869.72,85.7527,4494.48,68.5405
147,-27.4047,-51.0016,-61.1661,-89.2245,-122.361,86.0494,51.0808,222.111,761.016,164.569,1428.77,122.038,2869.7,86.3399,4494.47,69.0099
148,-23.6939,-52.8277,-58.6461,-90.9004,-123.823,83.9316,49.047,222.569,760.777,165.671,1428.7,122.866,2869.68,86.9271,4494.46,69.4794
149,-19.8623,-54.3843,-56.0803,-92.5052,-125.248,81.7889,47.0092,223.008,760.536,166.773,1428.63,123.694,2869.66,87.5142,4494.45,69.9488
150,-15.9293,-55.6634,-53.4706,-94.0376,-126.637,79.622,44.9674,223.429,760.294,167.875,1428.56,124.522,2869.64,88.1014,4494.45,70.4182
151,-11.915,-56.6585,-50.8191,-95.4964,-127.987,77.4316,42.9218,223.831,760.05,168.976,1428.49,125.35,2869.63,88.6886,4494.44,70.8876
152,-7.83995,-57.3645,-48.1278,-96.8805,-129.3,75.2182,40.8726,224.214,759.804,170.077,1428.41,126.178,2869.61,89.2757,4494.43,71.357
153,-3.72487,-57.7778,-45.3988,-98.1887,-130.575,72.9826,38.8201,224.578,759.557,171.178,1428.34,127.006,2869.59,89.8629,4494.42,71.8264
154,0.409214,-57.8962,-42.6343,-99.4201,-131.811,70.7253,36.7642,224.924,759.309,172.278,1428.27,127.834,2869.57,90.45,4494.42,72.2958
155,4.54121,-57.7193,-39.8364,-100.574,-133.008,68.4472,34.7053,225.251,759.058,173.378,1428.19,128.662,2869.55,91.0371,4494.41,72.7653
156,8.65003,-57.2478,-37.0074,-101.649,-134.165,66.1487,32.6435,225.559,758.806,174.478,1428.12,129.49,2869.53,91.6243,4494.4,73.2347
157,12.7147,-56.4843,-34.1494,-102.644,-135.283,63.8307,30.579,225.848,758.553,175.577,1428.04,130.318,2869.51,92.2114,4494.39,73.7041
158,16.7145,-55.4325,-31.2646,-103.559,-136.361,61.4939,28.5119,226.118,758.298,176.675,1427.96,131.146,2869.5,92.7986,4494.39,74.1735
159,20.6291,-54.0979,-28.3554,-104.393,-137.398,59.1388,26.4425,226.369,758.041,177.774,1427.89,131.973,2869.48,93.3857,4494.38,74.6429
160,24.4383,-52.4872,-25.424,-105.145,-138.395,56.7662,24.3708,226.601,757.783,178.872,1427.81,132.801,2869.46,93.9728,4494.37,75.1123
161,28.1229,-50.6087,-22.4727,-105.815,-139.351,54.3768,22.2971,226.815,757.523,179.97,1427.73,133.628,2869.44,94.5599,4494.36,75.5817
162,31.664,-48.472,-19.5038,-106.402,-140.265,51.9713,20.2215,227.009,757.262,181.067,1427.65,134.456,2869.42,95.147,4494.36,76.0511
163,35.0435,-46.088,-16.5197,-106.906,-141.138,49.5504,18.1442,227.184,756.999,182.164,1427.58,135.284,2869.4,95.7341,4494.35,76.5205
164,38.2442,-43.4688,-13.5226,-107.327,-141.969,47.1148,16.0654,227.341,756.734,183.26,1427.5,136.111,2869.38,96.3213,4494.34,76.9899
165,41.2498,-40.6278,-10.5149,-107.663,-142.759,44.6653,13.9853,227.478,756.468,184.356,1427.42,136.938,2869.36,96.9084,4494.33,77.4593
166,44.0449,-37.5795,-7.49901,-107.915,-143.506,42.2026,11.904,227.596,756.2,185.452,1427.34,137.766,2869.34,97.4955,4494.32,77.9287
167,46.6152,-34.3395,-4.47724,-108.082,-144.21,39.7274,9.82167,227.695,755.931,186.548,1427.26,138.593,2869.32,98.0826,4494.31,78.3981
168,48.9477,-30.9242,-1.45197,-108.165,-144.872,37.2405,7.73856,227.775,755.66,187.642,1427.18,139.42,2869.3,98.6696,4494.31,78.8675
169,51.0305,-27.3511,1.57444,-108.164,-145.491,34.7425,5.65479,227.837,755.387,188.737,1427.09,140.248,2869.28,99.2567,4494.3,79.337
170,52.8529,-23.6385,4.59962,-108.077,-146.067,32.2342,3.57056,227.879,755.113,189.831,1427.01,141.075,2869.26,99.8438,4494.29,79.8064
171,54.4056,-19.8053,7.6212,-107.906,-146.599,29.7164,1.48603,227.902,754.838,190.925,1426.93,141.902,2869.24,100.431,4494.28,80.2758
172,55.6807,-15.871,10.6368,-107.651,-147.088,27.1898,-0.598627,227.905,754.56,192.018,1426.85,142.729,2869.22,101.018,4494.27,80.7451
173,56.6717,-11.8558,13.6441,-107.311,-147.534,24.6551,-2.68323,227.89,754.281,193.111,1426.76,143.556,2869.2,101.605,4494.26,81.2145
174,57.3736,-7.78003,16.6407,-106.888,-147.936,22.1131,-4.7676,227.856,754.001,194.204,1426.68,144.383,2869.18,102.192,4494.26,81.6839
175,57.7827,-3.66459,19.6243,-106.38,-148.294,19.5646,-6.85158,227.803,753.719,195.296,1426.6,145.21,2869.15,102.779,4494.25,82.1533
176,57.897,0.469548,22.5926,-105.79,-148.608,17.0104,-8.93498,227.73,753.435,196.388,1426.51,146.037,2869.13,103.366,4494.24,82.6227
