t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
13836,-26.6779,51.4208,-91.3161,-58.0306,111.919,-99.0297,129.133,187.871,273.399,728.984,-250.383,1415.05,-2733.85,860.105,556.762,4455.3
13837,-30.277,49.388,-89.6556,-60.5602,113.61,-97.0861,127.411,189.045,272.342,729.378,-251.201,1414.9,-2734.02,859.544,556.295,4455.36
13838,-33.7219,47.1037,-87.9251,-63.0423,115.266,-95.1138,125.679,190.204,271.285,729.771,-252.018,1414.76,-2734.2,858.983,555.829,4455.42
13839,-36.9951,44.5794,-86.1257,-65.4752,116.889,-93.1131,123.936,191.346,270.227,730.163,-252.835,1414.62,-2734.38,858.421,555.362,4455.47
13840,-40.0798,41.828,-84.2589,-67.8569,118.477,-91.0849,122.182,192.473,269.168,730.553,-253.653,1414.48,-2734.55,857.86,554.896,4455.53
13841,-42.9603,38.8636,-82.3263,-70.1854,120.03,-89.0296,120.418,193.584,268.11,730.941,-254.47,1414.33,-2734.73,857.298,554.429,4455.59
13842,-45.622,35.7012,-80.3292,-72.4591,121.547,-86.9479,118.645,194.678,267.05,731.328,-255.287,1414.19,-2734.9,856.737,553.963,4455.65
13843,-48.0513,32.3569,-78.2692,-74.676,123.028,-84.8403,116.861,195.756,265.99,731.713,-256.104,1414.04,-2735.08,856.175,553.496,4455.7
13844,-50.2358,28.8479,-76.148,-76.8345,124.473,-82.7076,115.068,196.818,264.929,732.097,-256.921,1413.9,-2735.26,855.613,553.03,4455.76
13845,-52.1644,25.1919,-73.9673,-78.9329,125.88,-80.5504,113.264,197.864,263.868,732.479,-257.738,1413.75,-2735.43,855.052,552.563,4455.82
13846,-53.8273,21.4075,-71.7286,-80.9695,127.251,-78.3692,111.452,198.892,262.806,732.86,-258.554,1413.61,-2735.61,854.49,552.097,4455.88
13847,-55.216,17.5141,-69.4338,-82.9427,128.583,-76.1647,109.63,199.905,261.744,733.239,-259.371,1413.46,-2735.78,853.928,551.63,4455.93
13848,-56.3233,13.5314,-67.0846,-84.851,129.877,-73.9377,107.799,200.9,260.681,733.617,-260.188,1413.32,-2735.96,853.366,551.164,4455.99
13849,-57.1437,9.47986,-64.6829,-86.6929,131.133,-71.6887,105.959,201.879,259.618,733.993,-261.004,1413.17,-2736.13,852.804,550.697,4456.05
13850,-57.6729,5.37997,-62.2306,-88.4669,132.35,-69.4184,104.11,202.841,258.554,734.368,-261.821,1413.02,-2736.31,852.243,550.231,4456.1
13851,-57.9082,1.25267,-59.7296,-90.1716,133.528,-67.1276,102.253,203.786,257.49,734.741,-262.637,1412.87,-2736.48,851.681,549.764,4456.16
13852,-57.8484,-2.88101,-57.1818,-91.8058,134.666,-64.8168,100.387,204.714,256.425,735.112,-263.453,1412.72,-2736.66,851.119,549.297,4456.22
13853,-57.4938,-7.00001,-54.5892,-93.3681,135.764,-62.4867,98.5121,205.624,255.359,735.482,-264.269,1412.57,-2736.83,850.557,548.831,4456.28
13854,-56.8461,-11.0833,-51.9539,-94.8572,136.821,-60.1382,96.6293,206.518,254.293,735.851,-265.085,1412.42,-2737.01,849.995,548.364,4456.33
13855,-55.9086,-15.1101,-49.2779,-96.2721,137.839,-57.7717,94.7385,207.394,253.226,736.217,-265.901,1412.27,-2737.18,849.433,547.898,4456.39
13856,-54.6861,-19.0599,-46.5633,-97.6116,138.815,-55.3881,92.8398,208.253,252.159,736.583,-266.717,1412.12,-2737.36,848.871,547.431,4456.45
13857,-53.1848,-22.9125,-43.8122,-98.8746,139.75,-52.9881,90.9333,209.095,251.091,736.946,-267.533,1411.97,-2737.53,848.309,546.964,4456.5
13858,-51.4123,-26.6483,-41.0268,-100.06,140.643,-50.5724,89.0192,209.919,250.023,737.309,-268.349,1411.82,-2737.71,847.746,546.498,4456.56
13859,-49.3777,-30.2482,-38.2093,-101.167,141.495,-48.1416,87.0977,210.725,248.955,737.669,-269.164,1411.67,-2737.88,847.184,546.031,4456.62
13860,-47.0911,-33.6938,-35.3619,-102.195,142.305,-45.6966,85.1689,211.514,247.885,738.028,-269.98,1411.52,-2738.05,846.622,545.565,4456.67
13861,-44.5644,-36.9675,-32.4867,-103.143,143.072,-43.238,83.233,212.286,246.816,738.386,-270.795,1411.36,-2738.23,846.06,545.098,4456.73
13862,-41.8103,-40.0526,-29.5861,-104.01,143.798,-40.7666,81.2901,213.039,245.745,738.742,-271.61,1411.21,-2738.4,845.497,544.631,4456.79
13863,-38.8429,-42.9334,-26.6624,-104.796,144.48,-38.2831,79.3404,213.775,244.674,739.097,-272.426,1411.06,-2738.57,844.935,544.165,4456.84
13864,-35.6773,-45.5951,-23.7177,-105.499,145.12,-35.7882,77.3841,214.493,243.603,739.449,-273.241,1410.9,-2738.75,844.373,543.698,4456.9
13865,-32.3296,-48.0241,-20.7545,-106.12,145.716,-33.2827,75.4214,215.193,242.531,739.801,-274.056,1410.75,-2738.92,843.81,543.231,4456.95
13866,-28.8169,-50.208,-17.7749,-106.658,146.27,-30.7673,73.4523,215.875,241.459,740.151,-274.871,1410.59,-2739.09,843.248,542.765,4457.01
13867,-25.1571,-52.1356,-14.7815,-107.112,146.78,-28.2428,71.4771,216.539,240.386,740.499,-275.686,1410.44,-2739.27,842.685,542.298,4457.07
13868,-21.3689,-53.797,-11.7765,-107.482,147.246,-25.7099,69.4959,217.185,239.313,740.846,-276.5,1410.28,-2739.44,842.123,541.831,4457.12
13869,-17.4715,-55.1838,-8.76223,-107.768,147.669,-23.1694,67.509,217.812,238.239,741.191,-277.315,1410.12,-2739.61,841.56,541.365,4457.18
13870,-13.485,-56.2888,-5.74111,-107.97,148.047,-20.622,65.5163,218.422,237.164,741.534,-278.13,1409.97,-2739.79,840.998,540.898,4457.24
13871,-9.42959,-57.1063,-2.71548,-108.087,148.382,-18.0685,63.5183,219.013,236.09,741.876,-278.944,1409.81,-2739.96,840.435,540.431,4457.29
13872,-5.32603,-57.6322,0.312265,-108.119,148.673,-15.5096,61.5149,219.586,235.014,742.217,-279.759,1409.65,-2740.13,839.873,539.965,4457.35
13873,-1.19526,-57.8637,3.33977,-108.066,148.92,-12.9461,59.5063,220.141,233.938,742.556,-280.573,1409.49,-2740.3,839.31,539.498,4457.4
13874,2.94162,-57.7996,6.36466,-107.929,149.123,-10.3788,57.4928,220.677,232.862,742.893,-281.387,1409.33,-2740.48,838.747,539.031,4457.46
13875,7.06347,-57.4403,9.38456,-107.707,149.281,-7.80842,55.4745,221.195,231.785,743.229,-282.201,1409.17,-2740.65,838.184,538.565,4457.52
13876,11.1492,-56.7875,12.3971,-107.401,149.396,-5.23571,53.4516,221.694,230.708,743.563,-283.015,1409.01,-2740.82,837.622,538.098,4457.57
13877,15.178,-55.8445,15.3999,-107.01,149.466,-2.66144,51.4242,222.175,229.63,743.896,-283.829,1408.85,-2740.99,837.059,537.631,4457.63
13878,19.1293,-54.6162,18.3907,-106.536,149.491,-0.086383,49.3925,222.637,228.552,744.227,-284.643,1408.69,-2741.16,836.496,537.164,4457.68
13879,22.9828,-53.1088,21.367,-105.978,149.472,2.4887,47.3567,223.081,227.473,744.556,-285.457,1408.53,-2741.34,835.933,536.698,4457.74
13880,26.7188,-51.3299,24.3266,-105.336,149.409,5.06305,45.3169,223.506,226.394,744.884,-286.27,1408.37,-2741.51,835.37,536.231,4457.79
13881,30.3183,-49.2888,27.2671,-104.613,149.302,7.6359,43.2733,223.913,225.314,745.211,-287.084,1408.2,-2741.68,834.807,535.764,4457.85
13882,33.7628,-46.9958,30.1862,-103.807,149.15,10.2065,41.2262,224.3,224.234,745.536,-287.897,1408.04,-2741.85,834.244,535.297,4457.91
13883,37.0348,-44.4626,33.0817,-102.92,148.954,12.7741,39.1755,224.669,223.153,745.859,-288.711,1407.88,-2742.02,833.681,534.831,4457.96
13884,40.1176,-41.7021,35.9512,-101.952,148.714,15.3378,37.1216,225.019,222.072,746.181,-289.524,1407.71,-2742.19,833.118,534.364,4458.02
13885,42.9952,-38.7285,38.7925,-100.905,148.43,17.8971,35.0647,225.351,220.991,746.501,-290.337,1407.55,-2742.36,832.555,533.897,4458.07
13886,45.6532,-35.557,41.6035,-99.7778,148.102,20.451,33.0047,225.663,219.909,746.82,-291.15,1407.39,-2742.53,831.992,533.43,4458.13
13887,48.0778,-32.2037,44.3818,-98.5727,147.73,22.9989,30.9421,225.957,218.826,747.137,-291.963,1407.22,-2742.71,831.429,532.964,4458.18
13888,50.2567,-28.6859,47.1252,-97.2903,147.314,25.5399,28.8768,226.232,217.743,747.452,-292.776,1407.05,-2742.88,830.865,532.497,4458.24
13889,52.1788,-25.0214,49.8318,-95.9316,146.855,28.0734,26.8092,226.488,216.66,747.766,-293.589,1406.89,-2743.05,830.302,532.03,4458.29
13890,53.8342,-21.2291,52.4992,-94.4977,146.352,30.5986,24.7393,226.725,215.576,748.078,-294.401,1406.72,-2743.22,829.739,531.563,4458.35
13891,55.2145,-17.3283,55.1255,-92.9897,145.805,33.1147,22.6673,226.943,214.491,748.389,-295.214,1406.55,-2743.39,829.175,531.096,4458.4
13892,56.3127,-13.339,57.7086,-91.4088,145.216,35.6209,20.5934,227.142,213.407,748.698,-296.026,1406.39,-2743.56,828.612,530.63,4458.46
13893,57.1231,-9.28146,60.2464,-89.7562,144.583,38.1167,18.5179,227.323,212.321,749.006,-296.839,1406.22,-2743.73,828.049,530.163,4458.51
13894,57.6417,-5.17654,62.7369,-88.0331,143.907,40.6011,16.4407,227.484,211.236,749.312,-297.651,1406.05,-2743.9,827.485,529.696,4458.57
13895,57.8658,-1.04516,65.1783,-86.2411,143.189,43.0735,14.3622,227.626,210.149,749.616,-298.463,1405.88,-2744.07,826.922,529.229,4458.62
13896,57.7943,3.09156,67.5686,-84.3814,142.429,45.5331,12.2825,227.749,209.063,749.919,-299.275,1405.71,-2744.24,826.358,528.762,4458.68
13897,57.4276,7.21248,69.9058,-82.4555,141.626,47.9793,10.2018,227.854,207.976,750.221,-300.087,1405.54,-2744.41,825.795,528.295,4458.73
13898,56.7676,11.2966,72.1882,-80.465,140.781,50.4112,8.12026,227.939,206.888,750.52,-300.899,1405.37,-2744.58,825.231,527.829,4458.79
13899,55.8176,15.323,74.4141,-78.4114,139.895,52.8282,6.03801,228.005,205.801,750.819,-301.711,1405.2,-2744.75,824.668,527.362,4458.84
13900,54.5827,19.2711,76.5815,-76.2963,138.967,55.2296,3.95527,228.052,204.712,751.115,-302.523,1405.03,-2744.92,824.104,526.895,4458.9
13901,53.069,23.1209,78.6889,-74.1213,137.998,57.6146,1.87219,228.08,203.623,751.41,-303.334,1404.86,-2745.08,823.54,526.428,4458.95
13902,51.2844,26.8526,80.7346,-71.8882,136.988,59.9825,-0.211043,228.089,202.534,751.704,-304.146,1404.68,-2745.25,822.977,525.961,4459.01
13903,49.238,30.4473,82.717,-69.5988,135.937,62.3327,-2.29426,228.079,201.445,751.995,-304.957,1404.51,-2745.42,822.413,525.494,4459.06
13904,46.9403,33.8865,84.6346,-67.2547,134.846,64.6644,-4.37728,228.05,200.355,752.286,-305.768,1404.34,-2745.59,821.849,525.027,4459.11
13905,44.403,37.1528,86.4857,-64.858,133.715,66.9769,-6.45993,228.002,199.264,752.574,-306.579,1404.16,-2745.76,821.285,524.56,4459.17
13906,41.6392,40.2295,88.2691,-62.4103,132.545,69.2696,-8.54205,227.935,198.173,752.862,-307.39,1403.99,-2745.93,820.722,524.094,4459.22
13907,38.6629,43.101,89.9832,-59.9137,131.335,71.5418,-10.6234,227.849,197.082,753.147,-308.201,1403.82,-2746.1,820.158,523.627,4459.28
13908,35.4893,45.7526,91.6267,-57.3702,130.087,73.7928,-12.704,227.744,195.99,753.431,-309.012,1403.64,-2746.27,819.594,523.16,4459.33
13909,32.1347,48.1708,93.1985,-54.7816,128.8,76.022,-14.7834,227.62,194.898,753.713,-309.823,1403.47,-2746.43,819.03,522.693,4459.39
13910,28.6163,50.3433,94.6971,-52.1501,127.475,78.2286,-16.8616,227.477,193.806,753.994,-310.634,1403.29,-2746.6,818.466,522.226,4459.44
13911,24.9518,52.259,96.1215,-49.4777,126.112,80.4121,-18.9384,227.315,192.713,754.273,-311.444,1403.11,-2746.77,817.902,521.759,4459.49
13912,21.1602,53.9083,97.4705,-46.7665,124.711,82.5718,-21.0137,227.134,191.619,754.551,-312.254,1402.94,-2746.94,817.338,521.292,4459.55
13913,17.2606,55.2827,98.7431,-44.0187,123.274,84.707,-23.0871,226.934,190.526,754.827,-313.065,1402.76,-2747.11,816.774,520.825,4459.6
13914,13.2731,56.3753,99.9383,-41.2363,121.801,86.8172,-25.1587,226.715,189.432,755.102,-313.875,1402.58,-2747.27,816.21,520.358,4459.66
13915,9.21789,57.1806,101.055,-38.4216,120.291,88.9016,-27.2281,226.477,188.337,755.374,-314.685,1402.4,-2747.44,815.645,519.891,4459.71
13916,5.11571,57.6944,102.093,-35.5767,118.745,90.9598,-29.2953,226.22,187.242,755.646,-315.495,1402.22,-2747.61,815.081,519.424,4459.76
13917,0.987459,57.9141,103.05,-32.704,117.165,92.991,-31.36,225.944,186.147,755.915,-316.305,1402.04,-2747.78,814.517,518.957,4459.82
13918,-3.14582,57.8388,103.927,-29.8057,115.55,94.9947,-33.4221,225.65,185.051,756.184,-317.115,1401.86,-2747.94,813.953,518.49,4459.87
13919,-7.26308,57.4687,104.723,-26.8839,113.9,96.9703,-35.4814,225.336,183.955,756.45,-317.924,1401.68,-2748.11,813.389,518.023,4459.93
13920,-11.3433,56.8058,105.436,-23.9411,112.217,98.9171,-37.5378,225.004,182.859,756.715,-318.734,1401.5,-2748.28,812.824,517.556,4459.98
13921,-15.3658,55.8535,106.066,-20.9796,110.501,100.835,-39.591,224.653,181.762,756.978,-319.544,1401.32,-2748.44,812.26,517.089,4460.03
13922,-19.31,54.6166,106.614,-18.0016,108.752,102.723,-41.6409,224.284,180.664,757.24,-320.353,1401.14,-2748.61,811.695,516.622,4460.09
13923,-23.1558,53.1016,107.078,-15.0095,106.971,104.58,-43.6873,223.895,179.567,757.5,-321.162,1400.96,-2748.78,811.131,516.155,4460.14
13924,-26.8836,51.3161,107.458,-12.0056,105.158,106.406,-45.7301,223.488,178.469,757.759,-321.971,1400.78,-2748.94,810.567,515.688,4460.19
13925,-30.4745,49.2691,107.754,-8.99227,103.314,108.201,-47.7691,223.062,177.37,758.016,-322.78,1400.59,-2749.11,810.002,515.221,4460.25
13926,-33.9103,46.9713,107.965,-5.97193,101.439,109.964,-49.804,222.618,176.272,758.271,-323.589,1400.41,-2749.28,809.438,514.754,4460.3
13927,-37.1732,44.4342,108.092,-2.9469,99.5347,111.695,-51.8349,222.155,175.173,758.525,-324.398,1400.22,-2749.44,808.873,514.287,4460.35
13928,-40.2469,41.6708,108.134,0.0804371,97.6007,113.392,-53.8614,221.674,174.073,758.777,-325.207,1400.04,-2749.61,808.308,513.82,4460.41
13929,-43.1156,38.6951,108.091,3.10771,95.6379,115.056,-55.8834,221.174,172.973,759.028,-326.015,1399.85,-2749.78,807.744,513.353,4460.46
13930,-45.7647,35.5224,107.964,6.13256,93.6467,116.686,-57.9007,220.655,171.873,759.277,-326.824,1399.67,-2749.94,807.179,512.886,4460.51
13931,-48.1807,32.1688,107.752,9.1526,91.6278,118.281,-59.9132,220.118,170.772,759.524,-327.632,1399.48,-2750.11,806.614,512.419,4460.57
13932,-50.3513,28.6513,107.456,12.1655,89.5819,119.841,-61.9207,219.563,169.671,759.77,-328.44,1399.3,-2750.27,806.05,511.952,4460.62
13933,-52.2654,24.9879,107.075,15.1688,87.5094,121.366,-63.923,218.99,168.57,760.015,-329.249,1399.11,-2750.44,805.485,511.485,4460.67
13934,-53.9133,21.1972,106.611,18.1603,85.4111,122.855,-65.92,218.398,167.468,760.257,-330.057,1398.92,-2750.6,804.92,511.018,4460.72
13935,-55.2866,17.2985,106.063,21.1375,83.2875,124.307,-67.9115,217.788,166.366,760.498,-330.865,1398.74,-2750.77,804.355,510.551,4460.78
13936,-56.3783,13.3118,105.432,24.0982,81.1392,125.723,-69.8973,217.16,165.264,760.738,-331.672,1398.55,-2750.93,803.79,510.084,4460.83
13937,-57.1827,9.25718,104.718,27.04,78.967,127.102,-71.8773,216.513,164.161,760.976,-332.48,1398.36,-2751.1,803.226,509.617,4460.88
13938,-57.6959,5.15543,103.923,29.9607,76.7714,128.443,-73.8513,215.849,163.058,761.212,-333.288,1398.17,-2751.26,802.661,509.15,4460.94
13939,-57.915,1.02742,103.046,32.8579,74.5531,129.746,-75.8192,215.167,161.955,761.446,-334.095,1397.98,-2751.43,802.096,508.683,4460.99
13940,-57.8391,-3.10583,102.088,35.7294,72.3128,131.011,-77.7807,214.466,160.851,761.68,-334.903,1397.79,-2751.59,801.531,508.216,4461.04
13941,-57.4684,-7.22325,101.051,38.5728,70.0511,132.237,-79.7357,213.748,159.747,761.911,-335.71,1397.6,-2751.76,800.966,507.749,4461.09
13942,-56.8048,-11.3038,99.9342,41.3861,67.7687,133.424,-81.684,213.012,158.643,762.141,-336.517,1397.41,-2751.92,800.401,507.282,4461.15
13943,-55.8517,-15.3268,98.7394,44.1671,65.4663,134.572,-83.6256,212.258,157.538,762.369,-337.324,1397.22,-2752.09,799.835,506.814,4461.2
13944,-54.6138,-19.2717,97.4672,46.9134,63.1445,135.679,-85.5601,211.487,156.433,762.596,-338.131,1397.02,-2752.25,799.27,506.347,4461.25
13945,-53.0976,-23.1183,96.1188,49.623,60.804,136.747,-87.4876,210.697,155.328,762.821,-338.938,1396.83,-2752.41,798.705,505.88,4461.3
13946,-51.3106,-26.847,94.6952,52.2938,58.4456,137.774,-89.4077,209.891,154.222,763.044,-339.745,1396.64,-2752.58,798.14,505.413,4461.36
13947,-49.2619,-30.4388,93.1974,54.9236,56.0699,138.761,-91.3203,209.066,153.116,763.266,-340.551,1396.45,-2752.74,797.575,504.946,4461.41
13948,-46.9621,-33.8754,91.6267,57.5105,53.6776,139.706,-93.2254,208.225,152.009,763.486,-341.358,1396.25,-2752.91,797.009,504.479,4461.46
13949,-44.4227,-37.1392,89.9844,60.0524,51.2695,140.61,-95.1226,207.366,150.903,763.705,-342.164,1396.06,-2753.07,796.444,504.012,4461.51
13950,-41.6566,-40.2136,88.2716,62.5473,48.8462,141.473,-97.012,206.489,149.796,763.922,-342.97,1395.86,-2753.23,795.879,503.545,4461.57
13951,-38.6781,-43.0827,86.4897,64.9933,46.4085,142.294,-98.8932,205.596,148.688,764.138,-343.776,1395.67,-2753.4,795.313,503.077,4461.62
13952,-35.5022,-45.7321,84.6402,67.3884,43.9571,143.073,-100.766,204.685,147.581,764.352,-344.582,1395.47,-2753.56,794.748,502.61,4461.67
13953,-32.1451,-48.148,82.7245,69.7308,41.4927,143.809,-102.631,203.757,146.473,764.564,-345.388,1395.28,-2753.72,794.183,502.143,4461.72
13954,-28.624,-50.3182,80.744,72.0186,39.016,144.503,-104.487,202.812,145.364,764.774,-346.194,1395.08,-2753.89,793.617,501.676,4461.77
13955,-24.9567,-52.2316,78.7004,74.2502,36.5278,145.155,-106.334,201.851,144.256,764.983,-347,1394.88,-2754.05,793.052,501.209,4461.83
13956,-21.1621,-53.8783,76.5953,76.4236,34.0288,145.763,-108.172,200.872,143.147,765.191,-347.805,1394.68,-2754.21,792.486,500.742,4461.88
13957,-17.2593,-55.2499,74.4302,78.5373,31.5197,146.328,-110.002,199.877,142.038,765.397,-348.611,1394.49,-2754.37,791.921,500.274,4461.93
13958,-13.2685,-56.3394,72.207,80.5896,29.0014,146.851,-111.822,198.865,140.928,765.601,-349.416,1394.29,-2754.54,791.355,499.807,4461.98
13959,-9.2099,-57.1411,69.9273,82.5789,26.4745,147.329,-113.633,197.836,139.819,765.803,-350.221,1394.09,-2754.7,790.789,499.34,4462.03
13960,-5.10425,-57.6511,67.5929,84.5036,23.9397,147.765,-115.434,196.791,138.709,766.004,-351.026,1393.89,-2754.86,790.224,498.873,4462.09
13961,-0.972527,-57.8665,65.2056,86.3623,21.3979,148.156,-117.226,195.73,137.598,766.204,-351.831,1393.69,-2755.02,789.658,498.406,4462.14
13962,3.16416,-57.7863,62.7674,88.1534,18.8498,148.504,-119.008,194.652,136.488,766.402,-352.636,1393.49,-2755.19,789.092,497.938,4462.19
13963,7.28468,-57.4108,60.2802,89.8756,16.2961,148.808,-120.78,193.558,135.377,766.598,-353.441,1393.29,-2755.35,788.526,497.471,4462.24
13964,11.368,-56.742,57.7458,91.5276,13.7376,149.068,-122.542,192.447,134.266,766.792,-354.245,1393.09,-2755.51,787.961,497.004,4462.29
13965,15.3932,-55.7833,55.1662,93.108,11.175,149.285,-124.294,191.321,133.154,766.985,-355.05,1392.88,-2755.67,787.395,496.537,4462.34
13966,19.3397,-54.5395,52.5436,94.6157,8.60916,149.457,-126.035,190.179,132.042,767.177,-355.854,1392.68,-2755.83,786.829,496.069,4462.39
13967,23.1875,-53.017,49.8799,96.0495,6.04075,149.584,-127.766,189.021,130.93,767.366,-356.658,1392.48,-2756,786.263,495.602,4462.45
13968,26.9167,-51.2234,47.1772,97.4081,3.47057,149.668,-129.486,187.847,129.818,767.554,-357.462,1392.28,-2756.16,785.697,495.135,4462.5
13969,30.5083,-49.1681,44.4376,98.6907,0.899354,149.708,-131.196,186.658,128.705,767.741,-358.266,1392.07,-2756.32,785.131,494.668,4462.55
13970,33.944,-46.8615,41.6634,99.8962,-1.67212,149.703,-132.894,185.452,127.592,767.926,-359.07,1391.87,-2756.48,784.565,494.201,4462.6
13971,37.2061,-44.3153,38.8566,101.024,-4.2431,149.654,-134.582,184.232,126.479,768.109,-359.874,1391.66,-2756.64,783.999,493.733,4462.65
13972,40.2781,-41.5426,36.0194,102.072,-6.81283,149.561,-136.258,182.996,125.366,768.291,-360.678,1391.46,-2756.8,783.433,493.266,4462.7
13973,43.1442,-38.5576,33.1541,103.041,-9.38055,149.424,-137.923,181.745,124.252,768.471,-361.481,1391.25,-2756.96,782.867,492.799,4462.75
13974,45.7898,-35.3754,30.2629,103.929,-11.9455,149.243,-139.576,180.478,123.138,768.649,-362.285,1391.05,-2757.12,782.301,492.331,4462.8
13975,48.2013,-32.0124,27.348,104.736,-14.5069,149.017,-141.217,179.197,122.024,768.826,-363.088,1390.84,-2757.28,781.735,491.864,4462.85
13976,50.3664,-28.4858,24.4118,105.462,-17.0641,148.748,-142.847,177.901,120.91,769.001,-363.891,1390.63,-2757.44,781.168,491.397,4462.91
13977,52.2741,-24.8136,21.4565,106.105,-19.6161,148.435,-144.465,176.589,119.795,769.175,-364.694,1390.43,-2757.6,780.602,490.93,4462.96
13978,53.9146,-21.0145,18.4845,106.665,-22.1625,148.078,-146.071,175.264,118.68,769.347,-365.497,1390.22,-2757.76,780.036,490.462,4463.01
13979,55.2795,-17.108,15.498,107.141,-24.7022,147.677,-147.665,173.923,117.565,769.517,-366.3,1390.01,-2757.92,779.47,489.995,4463.06
13980,56.3619,-13.1141,12.4995,107.535,-27.2347,147.232,-149.246,172.568,116.449,769.686,-367.103,1389.8,-2758.09,778.903,489.528,4463.11
13981,57.1562,-9.0532,9.49114,107.844,-29.7591,146.745,-150.815,171.199,115.334,769.853,-367.905,1389.59,-2758.24,778.337,489.06,4463.16
13982,57.6585,-4.94601,6.4754,108.069,-32.2748,146.214,-152.371,169.815,114.218,770.019,-368.707,1389.38,-2758.4,777.771,488.593,4463.21
13983,57.8661,-0.813539,3.45461,108.209,-34.7809,145.639,-153.915,168.417,113.102,770.183,-369.51,1389.17,-2758.56,777.204,488.126,4463.26
13984,57.7781,3.32309,0.431116,108.266,-37.2768,145.022,-155.446,167.005,111.985,770.345,-370.312,1388.96,-2758.72,776.638,487.658,4463.31
13985,57.395,7.44274,-2.59271,108.237,-39.7616,144.362,-156.964,165.579,110.869,770.506,-371.114,1388.75,-2758.88,776.071,487.191,4463.36
13986,56.7186,11.5244,-5.61452,108.124,-42.2348,143.659,-158.468,164.14,109.752,770.665,-371.916,1388.54,-2759.04,775.505,486.724,4463.41
13987,55.7525,15.5471,-8.63194,107.927,-44.6954,142.914,-159.96,162.686,108.635,770.822,-372.718,1388.33,-2759.2,774.938,486.256,4463.46
13988,54.5017,19.4905,-11.6426,107.646,-47.1429,142.127,-161.438,161.219,107.517,770.978,-373.519,1388.12,-2759.36,774.371,485.789,4463.51
13989,52.9725,23.3344,-14.6442,107.28,-49.5765,141.298,-162.903,159.739,106.4,771.132,-374.321,1387.9,-2759.52,773.805,485.322,4463.56
13990,51.1729,27.0591,-17.6344,106.831,-51.9954,140.427,-164.354,158.245,105.282,771.285,-375.122,1387.69,-2759.68,773.238,484.854,4463.61
13991,49.112,30.6456,-20.6108,106.298,-54.399,139.515,-165.791,156.738,104.164,771.436,-375.924,1387.48,-2759.84,772.672,484.387,4463.66
13992,46.8004,34.0757,-23.5711,105.683,-56.7865,138.562,-167.215,155.218,103.046,771.585,-376.725,1387.26,-2760,772.105,483.92,4463.71
13993,44.2499,37.3319,-26.5131,104.985,-59.1573,137.567,-168.624,153.685,101.927,771.733,-377.526,1387.05,-2760.15,771.538,483.452,4463.76
13994,41.4736,40.3976,-29.4343,104.205,-61.5106,136.533,-170.02,152.14,100.809,771.879,-378.327,1386.83,-2760.31,770.971,482.985,4463.81
13995,38.4856,43.2571,-32.3326,103.344,-63.8458,135.457,-171.401,150.581,99.6897,772.023,-379.127,1386.61,-2760.47,770.404,482.517,4463.86
13996,35.3013,45.896,-35.2056,102.402,-66.1622,134.342,-172.768,149.01,98.5707,772.166,-379.928,1386.4,-2760.63,769.838,482.05,4463.91
13997,31.937,48.3007,-38.0512,101.38,-68.459,133.188,-174.121,147.427,97.4514,772.307,-380.729,1386.18,-2760.79,769.271,481.583,4463.96
13998,28.4097,50.459,-40.8671,100.279,-70.7356,131.994,-175.459,145.831,96.3319,772.447,-381.529,1385.96,-2760.95,768.704,481.115,4464.01
13999,24.7375,52.36,-43.6511,99.1002,-72.9914,130.761,-176.783,144.223,95.2122,772.585,-382.329,1385.75,-2761.1,768.137,480.648,4464.06
14000,20.9392,53.994,-46.4011,97.8438,-75.2256,129.489,-178.091,142.603,94.0923,772.721,-383.129,1385.53,-2761.26,767.57,480.18,4464.11
14001,17.0341,55.3527,-49.1149,96.5111,-77.4376,128.179,-179.385,140.972,92.9722,772.856,-383.93,1385.31,-2761.42,767.003,479.713,4464.16
14002,13.0421,56.4292,-51.7903,95.1031,-79.6268,126.832,-180.664,139.328,91.8519,772.989,-384.729,1385.09,-2761.58,766.436,479.246,4464.21
14003,8.98373,57.218,-54.4254,93.6209,-81.7925,125.447,-181.928,137.673,90.7315,773.121,-385.529,1384.87,-2761.73,765.869,478.778,4464.26
14004,4.87953,57.7153,-57.0179,92.0657,-83.9341,124.025,-183.177,136.006,89.6108,773.25,-386.329,1384.65,-2761.89,765.302,478.311,4464.31
14005,0.750452,57.9184,-59.5661,90.4387,-86.0509,122.567,-184.41,134.328,88.4899,773.379,-387.128,1384.43,-2762.05,764.734,477.843,4464.36
14006,-3.38245,57.8263,-62.0677,88.7411,-88.1423,121.072,-185.628,132.639,87.3689,773.505,-387.928,1384.21,-2762.21,764.167,477.376,4464.41
14007,-7.49811,57.4396,-64.5209,86.9743,-90.2078,119.541,-186.83,130.939,86.2476,773.63,-388.727,1383.99,-2762.36,763.6,476.908,4464.46
14008,-11.5756,56.7603,-66.9238,85.1397,-92.2466,117.976,-188.017,129.228,85.1262,773.754,-389.526,1383.77,-2762.52,763.033,476.441,4464.51
14009,-15.5941,55.7918,-69.2745,83.2386,-94.2582,116.375,-189.189,127.506,84.0046,773.875,-390.325,1383.55,-2762.68,762.466,475.974,4464.56
